respnum,com3,epht3,finalwt,finalwt2,env_con,male,hlthprob,inc,inclog,educat
200506,(3) in the middle,(4) extremely concerned,112.09544,.1852743,1.8181819,0,1,27500,10.221941,8
200509,(4),(2) somewhat concerned,15.37702,.025415545,3.2222223,0,0,27500,10.221941,13
200510,(2),(2) somewhat concerned,2536.9363,4.1931152,2.7272727,1,0,40000,10.596635,12
200511,(4),(3) very concerned,85.650444,.14156531,2.090909,0,0,32500,10.388995,16
200512,(5) very strongly a part of the community,(2) somewhat concerned,119.00877,.19670084,3.375,1,0,32500,10.388995,12
200513,(5) very strongly a part of the community,(3) very concerned,27.03462,.044683535,3,0,0,11250,9.3281231,12
200514,(4),(2) somewhat concerned,40.349346,.066690467,2.909091,0,0,32500,10.388995,13
200515,(3) in the middle,(3) very concerned,20.720465,.034247331,2.0999999,1,0,32500,10.388995,12
200516,(3) in the middle,(4) extremely concerned,36.937363,.061051048,1.8,0,1,13750,9.5287943,8
200518,(5) very strongly a part of the community,(4) extremely concerned,260.52271,.4305988,2,1,0,11250,9.3281231,13
200519,(5) very strongly a part of the community,(1) not at all concerned,111.24777,.18387325,2.6666667,1,0,11250,9.3281231,11
200520,(4),(3) very concerned,77.485855,.12807067,1.6363636,1,1,2500,7.8240461,13
200521,(2),(2) somewhat concerned,15.78116,.026083518,2.2,0,1,17500,9.7699566,12
200525,(3) in the middle,(3) very concerned,72.28537,.11947516,2.2727273,1,1,27500,10.221941,12
200527,(3) in the middle,(1) not at all concerned,24.233065,.040053051,2.3636363,1,0,27500,10.221941,12
200529,(5) very strongly a part of the community,(2) somewhat concerned,109.5923,.18113704,2.8,0,0,50000,10.819778,14
200531,(3) in the middle,(2) somewhat concerned,142.93826,.23625214,3.7777777,1,0,,,12
200532,(5) very strongly a part of the community,(2) somewhat concerned,693.48151,1.1462046,3.2727273,0,0,8750,9.0768089,12
200533,(3) in the middle,(3) very concerned,45.22332,.074746296,4,0,,,,16
200534,(4),(2) somewhat concerned,121.08438,.20013146,2.4000001,1,,,,13
200535,(3) in the middle,(1) not at all concerned,65.331169,.10798108,3.125,0,0,8750,9.0768089,12
200536,(5) very strongly a part of the community,(3) very concerned,36.024628,.059542455,1.7272727,0,1,8750,9.0768089,12
200537,(3) in the middle,(1) not at all concerned,411.17776,.67960548,2.909091,1,1,32500,10.388995,12
200538,(4),(2) somewhat concerned,85.950317,.14206095,3.7272727,0,0,40000,10.596635,13
200539,(5) very strongly a part of the community,(1) not at all concerned,391.18982,.64656883,2.909091,0,0,60000,11.0021,13
200540,(4),(3) very concerned,20.252586,.033474009,1.6363636,0,0,32500,10.388995,4
200541,(5) very strongly a part of the community,(3) very concerned,20.647354,.03412649,1.7272727,0,0,60000,11.0021,20
200543,(2),(3) very concerned,12.31612,.020356409,2.2727273,1,1,70000,11.156251,13
200546,(4),(4) extremely concerned,713.34979,1.1790434,2.5454545,1,1,50000,10.819778,12
200547,(3) in the middle,(3) very concerned,22.362194,.036960825,3.090909,0,0,2500,7.8240461,12
200549,(4),(3) very concerned,208.36845,.34439689,2.5999999,1,0,50000,10.819778,10
200550,(4),(3) very concerned,26.400406,.04363529,2.6363637,0,0,17500,9.7699566,12
200551,(3) in the middle,(2) somewhat concerned,58.17939,.096160434,2.909091,1,0,70000,11.156251,13
200553,(3) in the middle,(3) very concerned,10.767989,.017797617,1.9090909,0,0,40000,10.596635,20
200555,(5) very strongly a part of the community,(2) somewhat concerned,26.503839,.043806244,2.5999999,0,0,11250,9.3281231,8
200556,(3) in the middle,(2) somewhat concerned,91.963882,.15200034,3.7272727,0,0,,,14
200557,(3) in the middle,(2) somewhat concerned,42.636551,.070470817,2.7272727,1,0,60000,11.0021,13
200558,(5) very strongly a part of the community,(1) not at all concerned,25.32781,.041862477,3.5714285,0,0,8750,9.0768089,11
200560,(5) very strongly a part of the community,(2) somewhat concerned,74.730293,.12351621,2.8181818,0,0,40000,10.596635,11
200561,(2),(3) very concerned,23.000751,.038016248,3.25,0,1,92500,11.434964,16
200562,(3) in the middle,(1) not at all concerned,144.12383,.23821166,4,0,1,17500,9.7699566,12
200563,(3) in the middle,(2) somewhat concerned,282.24286,.46649846,2.25,1,0,22500,10.021271,12
200566,(5) very strongly a part of the community,(4) extremely concerned,348.07382,.57530564,2.3636363,0,1,22500,10.021271,12
200567,(4),(3) very concerned,122.78946,.20294967,1.5555556,0,1,27500,10.221941,9
200569,(3) in the middle,(3) very concerned,76.640114,.1266728,1.7272727,0,1,125000,11.736069,13
200571,(2),(4) extremely concerned,22.998484,.038012501,2.5454545,0,0,,,12
200572,(4),(3) very concerned,80.698692,.13338093,2.5454545,0,0,17500,9.7699566,13
200573,(4),(4) extremely concerned,43.371925,.07168626,1.3636364,0,1,60000,11.0021,16
200574,(3) in the middle,(2) somewhat concerned,61.571541,.10176707,1.5,0,0,8750,9.0768089,12
200575,(4),(3) very concerned,461.90155,.76344305,2.8181818,1,0,40000,10.596635,13
200576,(3) in the middle,(1) not at all concerned,55.623886,.091936626,3.2727273,1,0,,,12
200580,(5) very strongly a part of the community,(1) not at all concerned,84.540627,.13973099,3.6363637,0,0,13750,9.5287943,13
200584,(4),(4) extremely concerned,10.767989,.017797617,2,0,0,60000,11.0021,16
200585,(5) very strongly a part of the community,(2) somewhat concerned,66.36441,.10968885,2.2727273,1,0,60000,11.0021,13
200587,(3) in the middle,(2) somewhat concerned,42.483948,.070218593,1.1111112,0,0,22500,10.021271,8
200588,(4),(2) somewhat concerned,152.51558,.25208178,2.6363637,0,0,6250,8.7403364,12
200589,(4),(3) very concerned,18.795818,.031066224,4,0,0,60000,11.0021,13
200590,(5) very strongly a part of the community,(3) very concerned,133.68091,.22095135,2.0999999,1,0,11250,9.3281231,8
200592,(3) in the middle,(2) somewhat concerned,32.054859,.05298112,3,1,0,32500,10.388995,12
200593,(5) very strongly a part of the community,(2) somewhat concerned,44.605038,.073724382,3.5999999,0,0,,,12
200594,(4),(2) somewhat concerned,44.724388,.073921651,1.5454545,0,0,8750,9.0768089,12
200595,(2),(4) extremely concerned,22.324844,.036899094,3.8181818,0,1,32500,10.388995,13
200596,(5) very strongly a part of the community,(3) very concerned,5.842907,.0096573113,3.5999999,0,0,11250,9.3281231,12
200599,(1) not at all a part of the community,(3) very concerned,69.653015,.11512434,4,1,0,22500,10.021271,9
200600,,(4) extremely concerned,41.482498,.068563372,2.8,0,1,32500,10.388995,12
200602,(3) in the middle,(2) somewhat concerned,31.686831,.052372828,2.1818182,1,0,50000,10.819778,13
200603,(2),(2) somewhat concerned,314.86377,.52041513,3.5,0,0,50000,10.819778,13
200604,(4),(4) extremely concerned,321.26044,.53098774,2.2,0,1,2500,7.8240461,13
200605,(3) in the middle,(2) somewhat concerned,31.386677,.051876727,3.125,0,0,40000,10.596635,11
200606,(5) very strongly a part of the community,(2) somewhat concerned,7.9261379,.01310053,1.7272727,0,0,60000,11.0021,13
200607,(5) very strongly a part of the community,(1) not at all concerned,420.64984,.69526118,3.8,1,0,32500,10.388995,12
200608,(3) in the middle,(2) somewhat concerned,934.2652,1.5441782,3.2727273,1,,2500,7.8240461,11
200609,(4),(4) extremely concerned,12.812614,.021177027,1.7272727,0,1,40000,10.596635,16
200610,(3) in the middle,(2) somewhat concerned,64.371605,.1063951,3.6363637,1,0,40000,10.596635,9
200612,(4),(2) somewhat concerned,155.28448,.25665829,2.7,0,0,32500,10.388995,12
200614,(5) very strongly a part of the community,(2) somewhat concerned,127.71355,.21108831,3.8181818,1,0,2500,7.8240461,12
200616,(5) very strongly a part of the community,(2) somewhat concerned,63.700191,.10528536,3,1,0,13750,9.5287943,12
200618,(3) in the middle,(4) extremely concerned,18.273264,.030202532,2.090909,1,0,11250,9.3281231,13
200621,(5) very strongly a part of the community,(4) extremely concerned,22.051632,.036447518,4,1,0,40000,10.596635,12
200623,(2),(3) very concerned,8.5417423,.014118019,3.8181818,0,0,92500,11.434964,16
200626,(5) very strongly a part of the community,(4) extremely concerned,96.036812,.15873219,1.1,0,0,,,8
200627,(1) not at all a part of the community,(3) very concerned,40.301178,.06661085,1.7777778,0,0,6250,8.7403364,4
200628,(4),(1) not at all concerned,15.109355,.024973141,3.2727273,1,0,125000,11.736069,20
200629,(2),(4) extremely concerned,24.897902,.041151911,1.0909091,1,1,80000,11.289782,16
200630,(3) in the middle,(4) extremely concerned,44.633175,.073770888,3.090909,0,0,32500,10.388995,20
200631,(5) very strongly a part of the community,(2) somewhat concerned,71.116394,.11754306,2.1818182,0,0,22500,10.021271,16
200632,(3) in the middle,(2) somewhat concerned,70.738976,.11691925,2.5714285,0,0,27500,10.221941,12
200633,(5) very strongly a part of the community,(2) somewhat concerned,152.69202,.2523734,3.909091,0,0,11250,9.3281231,9
200634,(2),(4) extremely concerned,1359.243,2.246593,2,0,1,2500,7.8240461,12
200635,(3) in the middle,(4) extremely concerned,139.21945,.23010559,2.8181818,1,0,40000,10.596635,12
200636,(4),(2) somewhat concerned,82.673424,.13664481,2.4000001,0,1,27500,10.221941,14
200638,(4),(2) somewhat concerned,137.22887,.22681549,3.4545455,0,0,,,11
200640,(3) in the middle,(3) very concerned,114.70482,.18958715,2.2727273,1,1,60000,11.0021,12
200641,(4),(3) very concerned,823.96136,1.3618652,2.25,1,0,32500,10.388995,8
200643,(5) very strongly a part of the community,(3) very concerned,86.732407,.14335361,1.4,1,0,27500,10.221941,8
200645,(4),(2) somewhat concerned,5.9113426,.0097704232,2.4545455,0,0,40000,10.596635,16
200646,(3) in the middle,(2) somewhat concerned,42.386971,.070058309,2.7777777,0,0,22500,10.021271,10
200647,(3) in the middle,(2) somewhat concerned,117.43553,.19410056,2.1666667,0,0,,,12
200648,(1) not at all a part of the community,(4) extremely concerned,20.203377,.033392675,1,1,1,60000,11.0021,20
200649,(5) very strongly a part of the community,(2) somewhat concerned,244.73784,.40450916,2.4285715,1,0,17500,9.7699566,9
200651,(3) in the middle,(2) somewhat concerned,1369.5338,2.2636015,1.9090909,1,0,22500,10.021271,12
200652,(3) in the middle,(2) somewhat concerned,10.196038,.016852282,2,0,0,32500,10.388995,12
200653,(2),(2) somewhat concerned,328.72711,.54332888,1.7272727,0,0,2500,7.8240461,12
200654,(3) in the middle,(3) very concerned,7.6904955,.012711055,1.6363636,0,0,22500,10.021271,12
200655,(4),(3) very concerned,179.30498,.29636002,3.8181818,1,0,60000,11.0021,13
200656,(5) very strongly a part of the community,(2) somewhat concerned,111.72968,.18466976,1.4444444,0,1,17500,9.7699566,12
200661,(5) very strongly a part of the community,(2) somewhat concerned,69.981041,.11566652,2.2727273,0,1,8750,9.0768089,20
200662,(5) very strongly a part of the community,(4) extremely concerned,121.38992,.20063648,1.5454545,1,1,6250,8.7403364,12
200663,(3) in the middle,(2) somewhat concerned,27.282356,.045093,1.7777778,0,0,40000,10.596635,16
200664,(3) in the middle,(4) extremely concerned,31.154425,.051492855,3.2,0,0,40000,10.596635,4
200666,(4),(3) very concerned,15.109355,.024973141,3.4000001,1,0,112500,11.630709,20
200667,(5) very strongly a part of the community,(4) extremely concerned,32.326832,.053430643,1.7272727,0,1,40000,10.596635,16
200668,(1) not at all a part of the community,(3) very concerned,453.27164,.74917936,3.1818182,0,0,,,11
200669,(5) very strongly a part of the community,(3) very concerned,379.46213,.62718505,3.5999999,1,0,,,12
200670,(4),(1) not at all concerned,29.014563,.047956035,3.8,0,0,40000,10.596635,20
200671,(3) in the middle,(2) somewhat concerned,7.5546775,.012486571,3.1818182,1,0,125000,11.736069,20
200673,(1) not at all a part of the community,(4) extremely concerned,226.27614,.37399518,1,0,1,2500,7.8240461,
200674,(4),(3) very concerned,24.63224,.040712819,3,1,0,70000,11.156251,13
200675,(3) in the middle,(2) somewhat concerned,431.24155,.71276742,2.1818182,1,0,60000,11.0021,12
200676,(1) not at all a part of the community,(3) very concerned,223.14342,.36881733,1.3636364,0,1,8750,9.0768089,8
200678,(4),(4) extremely concerned,11.511822,.019027043,1.2727273,0,0,125000,11.736069,16
200681,(2),(1) not at all concerned,578.79736,.95665157,2.090909,0,0,27500,10.221941,11
200683,(5) very strongly a part of the community,(2) somewhat concerned,115.10842,.19025424,3.1818182,0,1,2500,7.8240461,12
200686,(4),(3) very concerned,28.523014,.04714359,4,0,0,50000,10.819778,13
200687,(3) in the middle,(3) very concerned,236.00856,.3900812,2.1818182,1,0,8750,9.0768089,11
200688,(2),(2) somewhat concerned,417.8652,.69065863,3.8181818,0,0,70000,11.156251,12
200689,(2),(2) somewhat concerned,154.96388,.2561284,3.625,0,0,17500,9.7699566,13
200690,(2),(2) somewhat concerned,79.740311,.1317969,1.9090909,0,0,22500,10.021271,12
200691,(3) in the middle,(2) somewhat concerned,12.917014,.021349583,3.4285715,0,0,27500,10.221941,12
200692,(5) very strongly a part of the community,(2) somewhat concerned,67.044777,.11081337,2.1818182,1,1,32500,10.388995,12
200694,(5) very strongly a part of the community,(4) extremely concerned,9.4684696,.015649736,2.7272727,1,0,92500,11.434964,16
200697,(3) in the middle,(4) extremely concerned,72.049255,.11908491,1.9090909,0,0,27500,10.221941,13
200701,(5) very strongly a part of the community,(2) somewhat concerned,15.788969,.026096426,3.7,1,0,125000,11.736069,16
200702,(4),(2) somewhat concerned,36.488403,.060308997,2.9000001,0,1,32500,10.388995,12
200703,(5) very strongly a part of the community,(1) not at all concerned,260.63989,.43079248,4,1,0,,,8
200704,(5) very strongly a part of the community,(4) extremely concerned,483.07059,.79843181,4,1,0,8750,9.0768089,11
200705,(1) not at all a part of the community,(2) somewhat concerned,26.88381,.044434272,1.8181819,1,0,27500,10.221941,13
200706,(3) in the middle,(3) very concerned,143.97852,.2379715,2,0,1,17500,9.7699566,10
200708,(3) in the middle,(2) somewhat concerned,6.2809305,.010381288,2.3636363,1,0,50000,10.819778,16
200709,(1) not at all a part of the community,(3) very concerned,40.771904,.067388885,1.6363636,0,1,27500,10.221941,13
200710,(5) very strongly a part of the community,(2) somewhat concerned,22.664032,.037459712,4,1,0,125000,11.736069,20
200711,(3) in the middle,(2) somewhat concerned,28.76557,.047544494,2.7272727,0,0,40000,10.596635,16
200712,(1) not at all a part of the community,(4) extremely concerned,258.4476,.42716902,4,0,0,112500,11.630709,12
200715,(5) very strongly a part of the community,(2) somewhat concerned,32.326832,.053430643,2.8181818,0,0,22500,10.021271,12
200716,(3) in the middle,(2) somewhat concerned,65.331169,.10798108,1.3,0,0,22500,10.021271,8
200717,(4),(3) very concerned,42.784519,.070715383,3.6363637,0,0,50000,10.819778,12
200718,(2),(4) extremely concerned,59.133503,.097737417,2.909091,1,0,17500,9.7699566,8
200719,(5) very strongly a part of the community,(2) somewhat concerned,73.529137,.1215309,3.8181818,1,0,32500,10.388995,13
200721,(3) in the middle,(3) very concerned,123.07888,.20342803,3.7272727,0,0,,,8
200722,(2),(2) somewhat concerned,42.386971,.070058309,3.6363637,0,0,80000,11.289782,16
200723,(1) not at all a part of the community,(4) extremely concerned,41.34306,.068332903,3.6363637,0,0,40000,10.596635,16
200727,(3) in the middle,(2) somewhat concerned,117.26535,.19381927,2.8181818,0,0,6250,8.7403364,12
200729,(3) in the middle,(2) somewhat concerned,8.5298147,.014098304,3.4545455,0,0,50000,10.819778,13
200731,(4),(3) very concerned,579.0014,.95698881,1.9090909,1,0,17500,9.7699566,8
200732,(1) not at all a part of the community,(1) not at all concerned,86.737213,.14336157,2.4545455,1,1,13750,9.5287943,13
200734,(4),(4) extremely concerned,184.20445,.30445799,1.8,1,0,13750,9.5287943,13
200735,(3) in the middle,(2) somewhat concerned,69.793404,.11535639,3.4545455,0,0,27500,10.221941,12
200736,(3) in the middle,,59.893742,.098993964,2,0,0,,,13
200737,(5) very strongly a part of the community,(2) somewhat concerned,7.8265309,.012935897,3.090909,1,0,27500,10.221941,8
200738,(3) in the middle,(3) very concerned,26.977085,.044588439,3.909091,0,0,50000,10.819778,11
200740,(3) in the middle,(4) extremely concerned,245.78276,.40623623,2.5,0,1,60000,11.0021,12
200743,(3) in the middle,(3) very concerned,605.71985,1.0011498,1,0,0,2500,7.8240461,4
200744,(3) in the middle,(3) very concerned,63.580456,.10508746,1.2,0,0,,,11
200748,(5) very strongly a part of the community,(1) not at all concerned,1047.6951,1.7316581,2.5454545,1,0,22500,10.021271,11
200749,(5) very strongly a part of the community,(3) very concerned,22.52857,.037235815,1.8181819,1,0,92500,11.434964,16
200750,(2),(2) somewhat concerned,136.99289,.22642547,2.3636363,1,0,13750,9.5287943,13
200751,(5) very strongly a part of the community,(3) very concerned,42.386971,.070058309,2.7272727,0,0,11250,9.3281231,12
200752,(5) very strongly a part of the community,(1) not at all concerned,840.77692,1.3896583,1.4,1,0,,,11
200753,(4),(3) very concerned,47.818001,.079034857,1.8,0,1,8750,9.0768089,12
200754,(5) very strongly a part of the community,(3) very concerned,8.1356697,.01344685,2.0999999,0,1,50000,10.819778,16
200755,(3) in the middle,(4) extremely concerned,65.451897,.10818062,3.3,0,1,50000,10.819778,13
200756,(2),(4) extremely concerned,223.02823,.36862695,1.7272727,0,0,8750,9.0768089,12
200757,(5) very strongly a part of the community,(2) somewhat concerned,4.7599363,.0078673484,3.5454545,1,0,,,14
200758,(2),(3) very concerned,27.169189,.044905953,1.5454545,0,1,8750,9.0768089,12
200759,(4),(3) very concerned,16.716141,.02762888,2.8181818,1,0,,,20
200761,(1) not at all a part of the community,(2) somewhat concerned,64.597321,.10676817,2.75,1,0,32500,10.388995,8
200763,(5) very strongly a part of the community,(4) extremely concerned,259.11813,.42827731,2.4000001,0,1,22500,10.021271,8
200765,(5) very strongly a part of the community,(1) not at all concerned,64.371605,.1063951,3.2222223,1,0,17500,9.7699566,12
200766,(3) in the middle,(2) somewhat concerned,161.55721,.26702601,3.8,1,0,,,11
200768,(5) very strongly a part of the community,(3) very concerned,185.87175,.30721372,2.1818182,1,0,17500,9.7699566,4
200769,(5) very strongly a part of the community,(3) very concerned,52.800812,.08727058,3.3636363,0,1,50000,10.819778,16
200770,(5) very strongly a part of the community,(3) very concerned,71.770142,.11862358,3.5454545,0,0,40000,10.596635,12
200771,(3) in the middle,(2) somewhat concerned,164.36673,.27166969,3.1818182,1,0,32500,10.388995,10
200772,(5) very strongly a part of the community,(3) very concerned,29.302507,.048431959,1.8181819,1,0,32500,10.388995,8
200773,(3) in the middle,(4) extremely concerned,37.718918,.062342823,1.6363636,1,1,70000,11.156251,12
200774,(5) very strongly a part of the community,(3) very concerned,1491.0833,2.4645019,2.3636363,1,0,27500,10.221941,12
200775,(3) in the middle,(3) very concerned,35.310772,.058362577,2.5999999,0,0,6250,8.7403364,11
200776,(4),(3) very concerned,39.44014,.065187708,1.6363636,0,1,112500,11.630709,20
200777,(4),(2) somewhat concerned,39.886173,.06592492,2.5714285,0,1,32500,10.388995,14
200778,(4),(2) somewhat concerned,2.9214535,.0048286556,2.2857144,0,0,32500,10.388995,12
200779,(3) in the middle,(3) very concerned,55.237827,.091298535,1.3636364,0,0,8750,9.0768089,9
200780,(5) very strongly a part of the community,(2) somewhat concerned,27.161999,.044894069,3.090909,1,0,40000,10.596635,12
200781,(3) in the middle,(4) extremely concerned,95.335869,.15757366,1.5,0,1,17500,9.7699566,12
200783,(3) in the middle,(2) somewhat concerned,161.33612,.2666606,2.5,0,0,22500,10.021271,20
200785,(5) very strongly a part of the community,(1) not at all concerned,32.684452,.054021727,1,1,1,125000,11.736069,20
200786,(5) very strongly a part of the community,(4) extremely concerned,323.15335,.53411645,2.2222223,0,1,40000,10.596635,13
200787,(3) in the middle,(2) somewhat concerned,15.499211,.025617506,3.3636363,0,1,6250,8.7403364,12
200790,(4),(2) somewhat concerned,10.918842,.018046951,1.5454545,1,0,92500,11.434964,16
200791,(4),(2) somewhat concerned,20.647354,.03412649,2.5454545,0,0,60000,11.0021,20
200793,(4),(2) somewhat concerned,25.05065,.041404378,3.3333333,0,0,92500,11.434964,16
200794,(5) very strongly a part of the community,(2) somewhat concerned,10.356553,.017117584,2.75,0,0,22500,10.021271,14
200797,(2),(2) somewhat concerned,1286.6599,2.1266255,1.9090909,1,0,22500,10.021271,13
200798,(3) in the middle,(1) not at all concerned,18.261389,.030182907,3,1,0,11250,9.3281231,13
200799,(5) very strongly a part of the community,(3) very concerned,627.35883,1.0369153,1.4545455,1,0,,,12
200801,(4),(3) very concerned,323.75977,.5351187,2.2727273,0,1,13750,9.5287943,13
200803,(4),(3) very concerned,240.97653,.39829236,2.5454545,0,0,40000,10.596635,13
200805,(1) not at all a part of the community,(4) extremely concerned,147.05827,.2430618,1.9090909,1,1,60000,11.0021,12
200806,(3) in the middle,(3) very concerned,56.38026,.093186788,1.6363636,0,0,11250,9.3281231,11
200808,(5) very strongly a part of the community,(3) very concerned,11.650297,.019255919,1.9090909,0,0,80000,11.289782,16
200809,(4),(3) very concerned,50.803188,.083968848,1.3636364,1,1,80000,11.289782,20
200810,(5) very strongly a part of the community,(2) somewhat concerned,7.5546775,.012486571,3.6666667,1,0,,,20
200811,(5) very strongly a part of the community,(2) somewhat concerned,80.89875,.13371159,1.8181819,0,0,50000,10.819778,13
200812,(3) in the middle,(2) somewhat concerned,10.513454,.017376915,3.0999999,0,0,60000,11.0021,11
200814,(4),(2) somewhat concerned,14.532973,.024020482,2.8181818,0,0,,,13
200815,(5) very strongly a part of the community,(2) somewhat concerned,154.96388,.2561284,2.3636363,0,0,22500,10.021271,20
200818,(5) very strongly a part of the community,(4) extremely concerned,29.80814,.049267683,1.6363636,1,1,80000,11.289782,20
200819,(3) in the middle,(4) extremely concerned,7.6515007,.012646602,2.3636363,1,1,,,20
200821,(5) very strongly a part of the community,(4) extremely concerned,74.400635,.12297133,1.3636364,0,1,40000,10.596635,13
200822,(3) in the middle,(3) very concerned,8.7643604,.014485967,2.125,0,1,40000,10.596635,20
200823,(3) in the middle,(2) somewhat concerned,11.286622,.018654827,3.3636363,0,0,,,12
200825,(3) in the middle,(3) very concerned,8.5417423,.014118019,3.3636363,0,0,50000,10.819778,16
200827,(1) not at all a part of the community,(4) extremely concerned,186.57474,.30837566,2.090909,0,,32500,10.388995,13
200828,(5) very strongly a part of the community,(3) very concerned,190.75394,.31528315,2.3636363,1,0,22500,10.021271,11
200829,(1) not at all a part of the community,(3) very concerned,25.483864,.042120405,3.1818182,1,0,40000,10.596635,13
200830,(3) in the middle,(2) somewhat concerned,39.519199,.065318376,3.090909,1,0,22500,10.021271,16
200831,(3) in the middle,(3) very concerned,78.010963,.12893859,2.3636363,0,1,13750,9.5287943,13
200832,(2),,32.317398,.053415053,4,1,0,2500,7.8240461,12
200833,(1) not at all a part of the community,(3) very concerned,86.879959,.1435975,2.6363637,1,0,40000,10.596635,12
200834,(5) very strongly a part of the community,(3) very concerned,2456.8916,4.0608153,3.090909,1,0,40000,10.596635,12
200835,(4),(2) somewhat concerned,11.215102,.018536616,3.2222223,0,0,40000,10.596635,16
200836,(4),(4) extremely concerned,19.72007,.032593854,2.3636363,0,0,13750,9.5287943,14
200838,(5) very strongly a part of the community,(2) somewhat concerned,216.68805,.35814774,2.7777777,0,1,,,14
200839,(4),(2) somewhat concerned,1341.1976,2.2167668,2.7272727,1,0,50000,10.819778,16
200841,(2),(4) extremely concerned,6.930851,.011455493,1.6363636,1,1,11250,9.3281231,14
200842,(2),(2) somewhat concerned,26.005024,.042981792,2.5999999,1,0,32500,10.388995,12
200843,(2),(3) very concerned,17.267733,.028540565,1.9090909,0,1,40000,10.596635,14
200844,(5) very strongly a part of the community,(1) not at all concerned,42.386971,.070058309,4,0,0,17500,9.7699566,12
200845,(3) in the middle,(2) somewhat concerned,8.6444912,.014287843,3.5,0,0,50000,10.819778,13
200846,(4),(3) very concerned,1306.1353,2.1588149,2.8181818,1,0,32500,10.388995,11
200848,(3) in the middle,(1) not at all concerned,72.483208,.11980215,4,0,0,22500,10.021271,8
200849,(5) very strongly a part of the community,(3) very concerned,101.10159,.16710338,1.9090909,0,1,112500,11.630709,12
200850,(3) in the middle,(4) extremely concerned,72.41185,.11968423,1.7272727,0,1,27500,10.221941,8
200852,(5) very strongly a part of the community,(4) extremely concerned,24.158241,.039929379,1.7272727,1,1,17500,9.7699566,11
200854,(4),(3) very concerned,397.2308,.65655357,1.5454545,0,0,,,10
200855,(4),(2) somewhat concerned,7.7974224,.012887786,2.2727273,1,0,,,12
200857,(3) in the middle,(3) very concerned,25.127457,.041531324,1.8181819,0,1,22500,10.021271,12
200858,(5) very strongly a part of the community,(3) very concerned,6.3630657,.010517043,3.8,0,1,17500,9.7699566,12
200861,(3) in the middle,(2) somewhat concerned,140.20511,.23173472,1.7,1,0,22500,10.021271,12
200862,(3) in the middle,(3) very concerned,67.77655,.11202287,2.090909,0,0,13750,9.5287943,8
200863,(4),(3) very concerned,37.645729,.062221855,1.6,0,0,17500,9.7699566,8
200865,(4),(3) very concerned,6.4063072,.010588514,2.5454545,0,0,40000,10.596635,16
200867,(4),(3) very concerned,45.909004,.075879619,2.8181818,1,1,80000,11.289782,16
200868,(3) in the middle,(3) very concerned,139.54521,.23064402,1.1818181,0,0,40000,10.596635,8
200869,(5) very strongly a part of the community,(2) somewhat concerned,43.673882,.072185345,1.625,0,1,13750,9.5287943,12
200871,(2),(1) not at all concerned,12.812614,.021177027,4,0,0,80000,11.289782,20
200872,(3) in the middle,(2) somewhat concerned,53.503674,.088432282,3.1818182,0,0,,,13
200873,(3) in the middle,(3) very concerned,25.394686,.041973006,2.7777777,1,0,13750,9.5287943,20
200874,(2),(2) somewhat concerned,7.5595894,.012494689,2.1818182,1,0,60000,11.0021,11
200875,(2),(1) not at all concerned,33.39463,.055195529,3.6363637,0,0,17500,9.7699566,12
200876,(4),(3) very concerned,52.800812,.08727058,1.8181819,0,1,40000,10.596635,13
200880,(3) in the middle,(2) somewhat concerned,26.028704,.043020926,2.9000001,0,1,80000,11.289782,13
200882,(4),(2) somewhat concerned,30.201736,.049918227,2.909091,1,0,70000,11.156251,13
200883,(4),(2) somewhat concerned,21.518816,.035566866,3.3636363,1,1,80000,11.289782,16
200885,(3) in the middle,(2) somewhat concerned,81.636818,.13493149,1.3333334,0,1,,,11
200887,(3) in the middle,(2) somewhat concerned,2102.6655,3.4753411,3.8888888,0,0,,,8
200888,(4),(4) extremely concerned,19.159294,.03166699,1.9090909,0,0,6250,8.7403364,12
200889,(5) very strongly a part of the community,(2) somewhat concerned,12.561861,.020762576,2.8181818,1,0,,,20
200891,(5) very strongly a part of the community,(2) somewhat concerned,15.109355,.024973141,3.4545455,1,0,112500,11.630709,16
200892,(3) in the middle,(2) somewhat concerned,22.825314,.037726279,3.8181818,0,0,,,14
200893,(4),(2) somewhat concerned,5.9505267,.0098351873,3.5999999,0,0,,,12
200894,(4),(2) somewhat concerned,260.07959,.42986643,2.7777777,1,0,92500,11.434964,13
200895,(3) in the middle,(2) somewhat concerned,22.324844,.036899094,3.8181818,0,0,22500,10.021271,12
200896,(3) in the middle,(3) very concerned,1229.7134,2.0325029,1.7272727,1,1,60000,11.0021,13
200897,(3) in the middle,(2) somewhat concerned,91.328598,.15095031,3.090909,1,0,80000,11.289782,12
200898,(3) in the middle,(2) somewhat concerned,27.228363,.045003757,2.6666667,1,1,2500,7.8240461,12
200900,(5) very strongly a part of the community,(1) not at all concerned,82.280876,.13599601,4,1,0,27500,10.221941,4
200901,(4),(2) somewhat concerned,156.04776,.25791985,2.8181818,1,0,22500,10.021271,12
200904,(5) very strongly a part of the community,(2) somewhat concerned,43.037632,.071133733,3.1818182,1,0,92500,11.434964,16
200905,(4),(2) somewhat concerned,152.07422,.25135228,2.7777777,1,1,70000,11.156251,20
200907,(2),(3) very concerned,10.767989,.017797617,3.5454545,0,1,125000,11.736069,16
200909,(5) very strongly a part of the community,(4) extremely concerned,14.607267,.024143279,1.9090909,0,0,27500,10.221941,13
