id,hrs1,marital,childs,age,educ,sex,polviews,wwwhr,trustpeo,wantbest,advantge,goodlife,deckids,strsswrk,satjob7
1653,28,married,three,41,20,female,liberal,2,neither agree nor disagree,neither agree nor disagree,disagree,neither,,,
717,,never married,none,34,18,female,,10,,,,,,disagree,very satisfied
2063,40,married,three,58,17,female,,1,,,,,we decide together,agree,completely satisfied
1650,,married,three,61,16,female,,4,,,,,we decide together,,completely satisfied
634,40,divorced,two,54,12,female,,2,,,,,,agree,fairly satisfied
875,40,married,two,48,13,female,,1,,,,,we decide together,agree,fairly satisfied
2192,,widowed,two,55,12,female,,,,,,,,neither agree nor disagree,
1889,35,married,two,30,11,female,,,,,,,,,
268,,never married,five,24,11,female,extrmly conservative,,,,,strongly agree,,,
2010,40,never married,none,36,15,female,slghtly conservative,3,agree,agree,strongly agree,neither,,,
1649,37,married,four,40,15,female,slghtly conservative,1,agree,agree,agree,disagree,,,
715,36,married,three,44,12,female,,,,,,,we decide together,agree,neither satisfied nor dissatisfied
1617,50,divorced,two,44,13,female,,,,,,,,,
1268,,widowed,seven,83,5,female,conservative,,agree,strongly agree,strongly agree,agree,,,
1635,80,never married,none,24,16,female,liberal,1,disagree,strongly agree,agree,,,,
8,,married,two,71,12,female,,,,,,,sometimes me or sometimes my spouse,strongly disagree,
1130,40,married,three,50,13,female,conservative,0,,,,neither,,,
892,20,married,two,41,12,female,liberal,4,disagree,agree,neither agree nor disagree,agree,,,
464,,divorced,five,67,,female,moderate,,strongly agree,,,agree,,,
2552,31,never married,none,32,12,female,conservative,,agree,agree,agree,disagree,,,
143,,married,one,66,16,female,conservative,,disagree,agree,agree,disagree,,,
934,48,married,two,43,14,female,moderate,0,agree,agree,agree,agree,,,
542,40,married,none,32,15,female,,4,,,,,,agree,fairly satisfied
1563,,divorced,three,42,14,female,moderate,15,agree,agree,agree,agree,,,
2074,20,never married,none,22,14,female,extrmly conservative,5,agree,agree,neither agree nor disagree,,,,
669,40,married,one,49,18,female,moderate,1,disagree,strongly agree,strongly disagree,agree,,,
1250,40,married,one,23,15,female,,4,,,,,we decide together,strongly disagree,fairly dissatisfied
1376,,widowed,three,65,11,female,,2,,,,,,strongly disagree,
1933,3,married,eight or more,70,7,female,,,,,,,,strongly agree,very satisfied
2710,25,married,three,34,16,female,conservative,3,agree,neither agree nor disagree,agree,agree,,,
1618,40,married,three,48,14,female,,,,,,,we decide together,strongly agree,very satisfied
1193,,widowed,two,69,12,female,,,,,,,,strongly disagree,
1610,,married,three,43,16,female,,0,,,,,mostly me,neither agree nor disagree,
1101,32,married,three,52,12,female,,6,,,,,mostly me,strongly agree,completely satisfied
2006,,married,three,76,12,female,,,,,,,,neither agree nor disagree,
1606,35,married,none,31,13,female,slightly liberal,10,agree,agree,agree,agree,,,
2616,50,never married,none,36,16,female,,,,,,,,strongly disagree,completely satisfied
1968,47,never married,none,24,16,female,,2,,,,,,strongly disagree,very satisfied
926,,never married,two,30,12,female,,10,,,,,,disagree,
1901,,never married,none,35,12,female,,,,,,,mostly my spouse,strongly disagree,completely satisfied
1600,40,married,none,40,14,female,,18,,,,,,agree,very satisfied
1107,,widowed,two,75,15,female,conservative,2,agree,agree,agree,agree,,,
659,,married,five,66,12,female,,,,,,,we decide together,,
1226,40,married,five,49,6,female,,,,,,,mostly me,strongly agree,neither satisfied nor dissatisfied
554,,never married,none,46,16,female,,1,,,,disagree,,,
1595,50,divorced,one,37,14,female,,2,,,,,,disagree,completely satisfied
2079,,widowed,eight or more,74,12,female,moderate,,agree,strongly agree,neither agree nor disagree,,,,
1235,55,married,one,55,20,female,,,,,,,,,
1839,40,divorced,four,69,15,female,moderate,5,agree,strongly agree,disagree,strongly agree,,,
1590,40,never married,none,47,18,female,extremely liberal,3,strongly disagree,strongly agree,strongly disagree,disagree,,,
413,45,never married,none,22,13,female,moderate,3,strongly agree,strongly agree,neither agree nor disagree,neither,,,
1356,50,widowed,three,56,10,female,moderate,,disagree,strongly agree,strongly agree,agree,,,
549,40,married,three,41,12,female,conservative,,disagree,agree,strongly agree,disagree,,,
2138,42,married,three,46,12,female,moderate,1,strongly agree,neither agree nor disagree,agree,agree,,,
1424,52,never married,none,24,16,female,,1,,,,,,disagree,fairly satisfied
2463,,divorced,four,56,12,female,slghtly conservative,,agree,agree,strongly agree,disagree,,,
2046,30,married,three,42,17,female,moderate,2,disagree,agree,disagree,agree,,,
1582,60,never married,one,39,16,female,slghtly conservative,2,disagree,strongly agree,disagree,,,,
1979,,widowed,two,83,12,female,moderate,,disagree,disagree,disagree,agree,,,
1547,5,married,one,45,12,female,,3,,,,,mostly me,agree,completely satisfied
333,,never married,none,23,14,female,liberal,1,agree,agree,agree,agree,,,
1578,,widowed,two,80,13,female,slghtly conservative,,neither agree nor disagree,strongly agree,strongly agree,strongly agree,,,
2360,,married,one,32,14,female,,1,,,,,we decide together,agree,
1576,45,separated,one,23,14,female,,20,,,,,,disagree,completely satisfied
2045,40,married,none,35,12,female,,15,,,,,,strongly agree,fairly dissatisfied
2151,50,widowed,four,51,14,female,conservative,2,strongly agree,neither agree nor disagree,agree,strongly agree,,,
1160,20,widowed,two,74,12,female,,,,,,,,agree,very satisfied
1448,50,widowed,three,56,11,female,,,,,,,,,
1757,,married,four,33,12,female,moderate,2,,,,neither,,,
261,,never married,two,32,15,female,slghtly conservative,1,,,,strongly agree,,,
1568,50,never married,two,34,18,female,,10,,,,,,agree,completely satisfied
789,,married,two,50,12,female,,0,,,,,mostly my spouse,disagree,
2086,40,married,one,30,12,female,,2,,,,,we decide together,neither agree nor disagree,fairly satisfied
1621,40,married,none,39,12,female,moderate,5,agree,strongly agree,strongly agree,,,,
1286,40,never married,none,64,14,female,,,,,,,,,
1487,,never married,,,,female,,,agree,agree,neither agree nor disagree,,,,
2561,,separated,three,44,16,female,moderate,2,strongly agree,agree,strongly agree,,,,
602,40,married,one,33,17,female,moderate,,disagree,agree,neither agree nor disagree,agree,,,
1720,,divorced,three,70,13,female,,4,,,,,,neither agree nor disagree,very satisfied
1964,40,divorced,three,47,12,female,,,,,,,,strongly disagree,fairly satisfied
1555,,widowed,three,78,12,female,moderate,,neither agree nor disagree,agree,agree,strongly agree,,,
1895,60,divorced,three,51,19,female,moderate,,agree,agree,agree,strongly agree,,,
1795,20,widowed,one,46,12,female,,,strongly agree,strongly disagree,strongly disagree,neither,,,
2728,40,divorced,three,52,16,female,moderate,,agree,agree,agree,agree,,,
925,16,married,four,61,12,female,,0,,,,,we decide together,strongly agree,completely satisfied
426,40,separated,one,38,14,female,,5,,,,,,strongly agree,very satisfied
2352,30,married,two,40,14,female,,0,,,,,mostly me,agree,very satisfied
787,,never married,none,71,15,female,,,,,,,,disagree,fairly satisfied
737,40,married,two,29,14,female,,,,,,,,,
651,50,married,two,48,16,female,slghtly conservative,0,neither agree nor disagree,agree,disagree,agree,,,
1540,,married,one,34,14,female,,12,,,,,mostly me,neither agree nor disagree,
577,,married,none,77,9,female,liberal,,agree,agree,strongly agree,strongly agree,,,
2566,12,married,three,40,18,female,,6,,,,,,,
2203,58,never married,none,37,11,female,extremely liberal,,strongly agree,neither agree nor disagree,neither agree nor disagree,agree,,,
136,18,married,three,44,14,female,moderate,,agree,agree,agree,,,,
2169,,widowed,four,80,12,female,,,,,,,,,
2730,40,never married,none,24,11,female,liberal,,strongly agree,agree,strongly agree,,,,
2584,,divorced,two,23,12,female,moderate,,strongly agree,disagree,agree,disagree,,,
611,40,divorced,two,73,12,female,,,,,,,,agree,very satisfied
1321,43,married,four,48,14,female,conservative,,agree,disagree,neither agree nor disagree,,,,
87,,never married,none,70,18,female,,,,,,,,,
422,40,never married,none,24,14,female,moderate,40,strongly agree,agree,agree,agree,,,
347,,married,three,52,5,female,conservative,,strongly agree,agree,agree,,,,
2302,,divorced,none,34,12,female,,,,,,,,,
581,54,separated,none,48,12,female,,,,,,,,disagree,very satisfied
1269,,widowed,three,57,11,female,,,,,,,,,
2126,,widowed,eight or more,75,0,female,slghtly conservative,,,,,,,,
1249,35,divorced,three,72,16,female,moderate,,,,,agree,,,
425,35,separated,one,36,15,female,,3,,,,,,disagree,completely satisfied
2188,32,married,three,41,8,female,extremely liberal,,strongly agree,agree,strongly agree,,,,
1152,,married,three,41,8,female,,,,,,,mostly my spouse,agree,very satisfied
792,22,never married,one,21,11,female,,0,,,,,,disagree,very dissatisfied
641,,widowed,five,88,8,female,moderate,,agree,strongly agree,strongly agree,agree,,,
698,25,married,none,49,12,female,,1,,,,,,disagree,fairly satisfied
233,,widowed,none,72,20,female,,20,,,,,,,
1705,,divorced,two,66,13,female,,0,,,,,,disagree,very satisfied
1515,,separated,two,25,12,female,moderate,23,agree,neither agree nor disagree,agree,agree,,,
2035,,married,five,44,12,female,,1,,,,,we decide together,neither agree nor disagree,
1527,37,married,three,54,19,female,moderate,2,agree,disagree,agree,agree,,,
102,40,divorced,one,56,13,female,,0,,,,,,,
1848,47,separated,four,25,12,female,extrmly conservative,,strongly agree,strongly agree,strongly agree,strongly agree,,,
1100,,married,one,57,13,female,,,,,,,,neither agree nor disagree,
949,,divorced,six,67,6,female,moderate,,strongly agree,strongly agree,agree,disagree,,,
733,,never married,none,40,12,female,,4,,,,,,,
606,,married,one,66,12,female,,1,,,,,sometimes me or sometimes my spouse,disagree,
2722,10,never married,one,26,14,female,slghtly conservative,4,strongly agree,disagree,strongly agree,,,,
367,28,married,three,47,12,female,,,,,,,,,
1046,24,married,three,53,16,female,,4,,,,,,disagree,very satisfied
653,20,married,one,48,12,female,,0,,,,,sometimes me or sometimes my spouse,disagree,fairly satisfied
548,4,married,three,63,14,female,,,,,,,,,
267,20,never married,none,26,16,female,extremely liberal,,strongly agree,agree,strongly agree,agree,,,
1583,40,separated,one,27,13,female,moderate,0,,,,agree,,,
513,16,widowed,four,63,12,female,,,,,,,,,
2573,,never married,none,65,16,female,moderate,,agree,neither agree nor disagree,agree,,,,
571,40,never married,one,28,14,female,,,,,,,mostly me,neither agree nor disagree,fairly satisfied
1342,49,divorced,four,58,13,female,slightly liberal,,neither agree nor disagree,agree,disagree,agree,,,
51,,married,four,66,12,female,slghtly conservative,1,agree,neither agree nor disagree,agree,,,,
664,,widowed,four,72,12,female,conservative,,disagree,strongly agree,disagree,agree,,,
622,,married,two,56,11,female,moderate,2,agree,neither agree nor disagree,neither agree nor disagree,agree,,,
2283,,never married,three,20,9,female,conservative,,neither agree nor disagree,agree,agree,agree,,,
1062,40,divorced,one,60,17,female,slightly liberal,1,strongly agree,agree,disagree,strongly agree,,,
604,,married,one,67,12,female,,10,,,,,,neither agree nor disagree,
1252,40,divorced,none,39,12,female,,21,,,,,,neither agree nor disagree,fairly satisfied
916,,widowed,three,72,12,female,,,,,,,,,
768,,widowed,four,75,17,female,,,,,,,,disagree,
1473,,divorced,two,62,12,female,conservative,,strongly disagree,agree,agree,agree,,,
844,40,married,four,28,13,female,conservative,2,strongly agree,agree,agree,strongly agree,,,
2669,,widowed,two,43,12,female,,5,,,,,,,
1112,40,never married,none,56,12,female,moderate,,agree,agree,agree,disagree,,,
1468,40,married,two,47,13,female,slghtly conservative,,,,,agree,,,
1071,40,married,two,31,12,female,,4,,,,,we decide together,disagree,very satisfied
610,,widowed,four,85,11,female,,,,,,,mostly me,,
197,50,married,three,46,12,female,,10,,,,,we decide together,disagree,fairly satisfied
231,,married,two,67,16,female,,3,,,,,,,
1359,55,widowed,three,64,20,female,conservative,2,disagree,agree,disagree,agree,,,
2002,,never married,none,19,12,female,,20,,,,,,agree,
652,,married,none,73,12,female,,,,,,,,neither agree nor disagree,
2297,40,separated,two,50,16,female,moderate,,,,,,,,
234,,married,five,76,12,female,,,,,,,we decide together,,completely satisfied
1925,,married,two,67,12,female,,,,,,,mostly me,agree,very satisfied
1927,,never married,none,19,12,female,moderate,,strongly agree,agree,agree,agree,,,
2567,47,divorced,two,64,12,female,,0,,,,,,strongly disagree,completely satisfied
2015,16,married,two,51,13,female,moderate,14,strongly agree,strongly agree,strongly disagree,agree,,,
1451,,married,five,54,12,female,conservative,0,strongly agree,agree,agree,strongly agree,,,
1450,40,never married,none,45,13,female,,5,,,,,,agree,fairly satisfied
1449,30,married,one,50,18,female,,6,,,,,,,
2431,,widowed,seven,70,6,female,moderate,,,,,,,,
372,48,married,three,48,15,female,,0,,,,,we decide together,agree,very satisfied
95,10,married,three,58,16,female,,,,,,,,,
1682,,never married,four,24,13,female,,,,,,,we decide together,strongly disagree,very dissatisfied
2654,50,divorced,four,47,12,female,,40,,,,,,strongly disagree,very dissatisfied
570,,widowed,two,79,12,female,,,,,,,,,
2238,20,separated,two,56,12,female,,1,,,,,,strongly disagree,fairly satisfied
2504,30,married,none,61,13,female,moderate,3,,,,,,,
2588,,never married,none,89,12,female,,,,,,,,,
650,,married,two,66,9,female,,,,,,,we decide together,neither agree nor disagree,
291,40,divorced,two,42,14,female,moderate,2,agree,agree,disagree,strongly agree,,,
1436,23,married,three,39,14,female,,50,,,,,,,
1187,40,never married,none,23,16,female,slightly liberal,0,agree,disagree,agree,,,,
1099,,married,two,37,17,female,,,,,,,mostly me,strongly disagree,neither satisfied nor dissatisfied
1333,43,married,two,34,14,female,moderate,1,neither agree nor disagree,strongly agree,neither agree nor disagree,disagree,,,
640,,married,two,29,13,female,,0,,,,,we decide together,disagree,very satisfied
2555,35,married,none,38,15,female,,3,,,,,,,
1936,,widowed,none,85,8,female,,,,,,,,,
1023,,never married,none,23,14,female,slightly liberal,2,strongly agree,neither agree nor disagree,agree,,,,
253,42,never married,none,46,13,female,,8,,,,,,disagree,very satisfied
2289,16,widowed,four,77,12,female,,,,,,,,,
259,40,divorced,one,53,14,female,moderate,0,strongly agree,disagree,agree,,,,
2482,43,married,two,25,8,female,,,neither agree nor disagree,neither agree nor disagree,strongly agree,,,,
481,,widowed,five,67,8,female,,,,,,,,,
1620,40,married,none,24,15,female,,20,,,,,,disagree,neither satisfied nor dissatisfied
2233,,married,two,40,12,female,moderate,0,neither agree nor disagree,agree,agree,,,,
649,40,divorced,two,33,14,female,,8,,,,,,strongly disagree,fairly satisfied
637,,never married,none,80,13,female,moderate,,neither agree nor disagree,neither agree nor disagree,agree,agree,,,
451,,married,one,54,19,female,,5,,,,,mostly me,neither agree nor disagree,
2205,50,married,two,34,14,female,,,,,,,we decide together,agree,completely satisfied
1001,25,married,one,23,15,female,,3,,,,,sometimes me or sometimes my spouse,agree,very dissatisfied
676,30,divorced,one,40,16,female,,5,,,,,,disagree,fairly satisfied
2597,,divorced,two,63,16,female,,,,,,,,,
229,,widowed,two,82,12,female,moderate,,,,,agree,,,
526,35,never married,none,50,16,female,slightly liberal,4,strongly agree,neither agree nor disagree,neither agree nor disagree,,,,
141,,divorced,none,52,14,female,,2,,,,,,neither agree nor disagree,
862,10,divorced,two,45,16,female,conservative,6,strongly agree,disagree,disagree,strongly agree,,,
1909,,separated,eight or more,73,10,female,,,,,,,,,
668,,married,six,67,12,female,liberal,,agree,agree,agree,,,,
928,42,divorced,two,54,12,female,,,,,,,,agree,completely satisfied
990,40,never married,none,62,12,female,extrmly conservative,,neither agree nor disagree,agree,disagree,agree,,,
1815,42,never married,none,28,16,female,,12,,,,,,disagree,very satisfied
1945,45,divorced,one,34,14,female,,,,,,,,agree,very satisfied
1318,,never married,none,59,17,female,slightly liberal,,,,,,,,
2347,12,married,three,39,12,female,,2,,,,,we decide together,agree,very satisfied
1104,36,never married,one,23,12,female,extrmly conservative,15,agree,agree,strongly agree,strongly agree,,,
2072,,married,two,22,13,female,moderate,0,agree,neither agree nor disagree,neither agree nor disagree,,,,
215,40,married,two,46,14,female,,,,,,,mostly my spouse,disagree,neither satisfied nor dissatisfied
857,,married,two,43,16,female,,3,,,,,we decide together,neither agree nor disagree,
1574,40,never married,none,51,14,female,slghtly conservative,2,strongly agree,agree,agree,agree,,,
1394,,married,one,33,15,female,,10,,,,,we decide together,,
2019,28,married,two,28,13,female,,10,,,,,we decide together,agree,completely satisfied
1801,,never married,none,52,14,female,slightly liberal,5,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,
342,10,married,none,28,11,female,,7,,,,,,strongly disagree,fairly satisfied
33,65,never married,none,42,16,female,slightly liberal,40,disagree,agree,agree,agree,,,
826,,married,none,25,17,female,conservative,5,agree,disagree,agree,neither,,,
2725,,married,two,35,12,female,,2,,,,,we decide together,strongly disagree,
734,30,never married,none,20,13,female,slghtly conservative,1,strongly agree,disagree,agree,disagree,,,
912,14,married,one,44,17,female,moderate,0,agree,agree,neither agree nor disagree,strongly agree,,,
1750,,never married,none,25,18,female,,1,,,,,,disagree,very satisfied
10,14,never married,none,19,13,female,,4,,,,,,agree,completely satisfied
981,37,never married,none,21,12,female,moderate,1,strongly agree,neither agree nor disagree,agree,neither,,,
1723,40,divorced,none,26,17,female,slightly liberal,6,strongly agree,strongly disagree,strongly agree,strongly agree,,,
2419,36,never married,one,21,13,female,,,,,,,,disagree,fairly satisfied
689,24,never married,one,24,12,female,,0,,,,,,disagree,fairly dissatisfied
2361,,divorced,two,71,17,female,,30,,,,,,neither agree nor disagree,
126,,widowed,one,65,15,female,slghtly conservative,7,neither agree nor disagree,agree,agree,disagree,,,
1128,38,married,three,59,12,female,,0,,,,,we decide together,disagree,fairly satisfied
569,55,never married,one,44,9,female,,,strongly agree,agree,agree,disagree,,,
1362,42,married,three,43,20,female,slightly liberal,0,neither agree nor disagree,agree,neither agree nor disagree,agree,,,
1265,40,divorced,two,30,14,female,,3,,,,,,,
2511,48,married,two,45,17,female,,1,,,,,mostly me,disagree,very satisfied
206,16,never married,none,27,16,female,,1,,,,,,disagree,very satisfied
2476,,widowed,three,67,11,female,slghtly conservative,,agree,agree,disagree,agree,,,
1930,,divorced,two,58,12,female,,,,,,,,,
1365,,divorced,three,30,12,female,moderate,,strongly agree,strongly agree,strongly agree,strongly agree,,,
454,,married,two,83,20,female,liberal,1,agree,neither agree nor disagree,agree,disagree,,,
666,,widowed,three,76,17,female,,,,,,,we decide together,neither agree nor disagree,
92,,married,one,32,12,female,,,,,,,,,
1154,,married,one,30,13,female,moderate,,agree,agree,agree,,,,
2259,40,never married,none,33,14,female,,4,,,,,,strongly agree,completely satisfied
147,10,widowed,six,63,12,female,slghtly conservative,,strongly agree,disagree,neither agree nor disagree,,,,
1196,,divorced,two,35,9,female,moderate,,strongly agree,agree,strongly agree,agree,,,
1533,45,married,none,52,18,female,moderate,2,neither agree nor disagree,agree,neither agree nor disagree,,,,
2056,,married,two,67,11,female,,,,,,,we decide together,neither agree nor disagree,
1239,,divorced,two,39,17,female,,,,,,,,,
2556,60,divorced,three,30,10,female,moderate,,,,,disagree,,,
609,,never married,one,35,12,female,,,,,,,,agree,very satisfied
341,32,married,three,45,16,female,slghtly conservative,20,disagree,neither agree nor disagree,neither agree nor disagree,strongly agree,,,
1763,37,never married,three,44,12,female,moderate,,strongly agree,strongly agree,strongly agree,,,,
2193,40,divorced,three,57,12,female,,0,,,,,,agree,very satisfied
2747,,widowed,one,67,13,female,extrmly conservative,,disagree,agree,disagree,agree,,,
773,40,married,one,54,20,female,,0,,,,,,,
1315,45,separated,one,33,9,female,moderate,0,agree,neither agree nor disagree,disagree,agree,,,
1145,70,widowed,four,58,14,female,moderate,8,agree,neither agree nor disagree,neither agree nor disagree,agree,,,
1462,32,never married,one,42,14,female,,,,,,,,disagree,neither satisfied nor dissatisfied
1465,42,divorced,five,33,13,female,moderate,7,strongly agree,disagree,strongly agree,disagree,,,
1322,56,never married,none,34,17,female,liberal,,,,,strongly agree,,,
684,,married,two,57,18,female,,0,,,,,sometimes me or sometimes my spouse,neither agree nor disagree,very satisfied
699,,widowed,two,71,11,female,,1,,,,,,agree,
1571,18,widowed,two,56,15,female,extremely liberal,4,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,agree,,,
1882,38,married,two,44,15,female,,2,,,,,sometimes me or sometimes my spouse,strongly disagree,very satisfied
490,,never married,none,28,13,female,,10,,,,,we decide together,,
1699,30,divorced,five,39,6,female,,,,,,,mostly me,strongly agree,completely satisfied
2721,48,divorced,two,32,11,female,,,,,,,,agree,completely satisfied
207,20,never married,none,,12,female,moderate,,strongly agree,neither agree nor disagree,neither agree nor disagree,,,,
851,89,divorced,none,43,15,female,,4,,,,,mostly my spouse,strongly disagree,fairly satisfied
2449,40,married,one,29,16,female,conservative,3,agree,neither agree nor disagree,agree,agree,,,
983,39,never married,none,21,13,female,,1,,,,,,disagree,completely satisfied
1762,,never married,two,27,12,female,,,,,,,,neither agree nor disagree,
1464,,widowed,none,86,12,female,conservative,,,,,,,,
694,,never married,none,57,14,female,moderate,0,neither agree nor disagree,strongly agree,disagree,agree,,,
2069,,married,eight or more,61,8,female,slghtly conservative,,neither agree nor disagree,agree,disagree,,,,
1303,55,married,four,29,17,female,,3,,,,,,agree,neither satisfied nor dissatisfied
2719,,never married,one,19,12,female,,2,,,,,,strongly disagree,
73,,widowed,none,85,11,female,,,,,,,,,
1300,40,married,four,65,12,female,extrmly conservative,0,strongly agree,strongly agree,strongly agree,,,,
446,,never married,none,56,14,female,,,,,,,,,
1298,40,separated,one,23,14,female,,3,,,,,,disagree,completely satisfied
2206,36,married,two,46,11,female,,,,,,,,disagree,fairly satisfied
405,45,separated,three,49,12,female,conservative,,strongly agree,neither agree nor disagree,neither agree nor disagree,,,,
2657,43,separated,four,46,13,female,moderate,,,,,neither,,,
2674,,divorced,none,27,16,female,,7,,,,,,disagree,fairly satisfied
2307,30,never married,three,29,13,female,,,,,,,we decide together,agree,fairly satisfied
2253,,widowed,two,75,16,female,,,agree,neither agree nor disagree,agree,strongly disagree,,,
2071,,married,one,25,13,female,,1,,,,,mostly me,strongly disagree,
315,,married,one,76,14,female,slghtly conservative,,agree,disagree,agree,,,,
816,27,never married,three,28,13,female,moderate,6,agree,agree,strongly agree,strongly agree,,,
113,,separated,three,56,11,female,,,,,,,,disagree,
1626,9,widowed,three,67,12,female,conservative,,strongly disagree,strongly agree,agree,,,,
1284,,widowed,five,76,12,female,moderate,,agree,agree,agree,,,,
96,40,divorced,three,53,17,female,liberal,3,strongly agree,strongly agree,neither agree nor disagree,,,,
700,30,married,two,33,13,female,moderate,1,agree,agree,neither agree nor disagree,agree,,,
1281,40,never married,none,27,16,female,slghtly conservative,2,strongly agree,neither agree nor disagree,agree,strongly agree,,,
2456,50,married,one,51,16,female,,2,,,,,sometimes me or sometimes my spouse,disagree,fairly satisfied
1324,45,never married,none,23,16,female,,20,,,,,mostly my spouse,strongly agree,completely satisfied
1873,,married,two,47,16,female,moderate,3,agree,neither agree nor disagree,disagree,agree,,,
110,,married,two,24,11,female,,,,,,,we decide together,neither agree nor disagree,
2644,40,married,two,36,17,female,conservative,5,,,,agree,,,
1200,,widowed,three,78,12,female,,,,,,,,neither agree nor disagree,
2412,50,divorced,one,60,18,female,,,,,,,,,
1103,,divorced,two,37,14,female,slghtly conservative,45,agree,neither agree nor disagree,agree,disagree,,,
1814,,widowed,two,81,18,female,extremely liberal,,,,,strongly disagree,,,
1270,26,married,three,36,14,female,,0,,,,,mostly me,agree,fairly dissatisfied
456,47,never married,none,48,20,female,slightly liberal,20,agree,agree,agree,,,,
996,,married,three,58,12,female,conservative,6,strongly agree,disagree,agree,,,,
693,40,never married,none,22,12,female,,2,,,,,,neither agree nor disagree,fairly satisfied
1266,,divorced,two,33,12,female,slghtly conservative,,strongly agree,strongly agree,strongly agree,,,,
210,30,married,none,29,16,female,,5,,,,,,disagree,very satisfied
595,30,never married,two,24,12,female,extrmly conservative,,,,,agree,,,
62,50,never married,two,27,14,female,,40,,,,,mostly me,disagree,fairly satisfied
145,40,never married,none,34,12,female,,,,,,,,,
2501,30,married,two,56,12,female,,,,,,,,agree,very satisfied
1274,45,married,two,39,14,female,,2,,,,,we decide together,strongly disagree,very dissatisfied
30,6,never married,none,28,9,female,,,,,,,,,
709,20,married,two,35,12,female,moderate,7,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither,,,
83,,married,two,48,13,female,moderate,0,strongly agree,neither agree nor disagree,agree,disagree,,,
50,,married,three,21,12,female,,3,,,,,sometimes me or sometimes my spouse,neither agree nor disagree,
2618,,widowed,two,67,12,female,,,,,,,,neither agree nor disagree,
2536,,married,three,47,14,female,,1,,,,,we decide together,disagree,
766,,widowed,five,84,2,female,slghtly conservative,,strongly agree,agree,neither agree nor disagree,agree,,,
557,,divorced,one,43,13,female,liberal,,neither agree nor disagree,neither agree nor disagree,strongly agree,agree,,,
1736,,never married,none,19,12,female,,4,,,,,,,
1569,36,widowed,two,74,8,female,liberal,,agree,agree,agree,agree,,,
712,20,married,three,33,12,female,extremely liberal,10,neither agree nor disagree,strongly agree,strongly agree,,,,
1192,,divorced,four,63,12,female,,,,,,,,,
1002,,divorced,five,37,10,female,slghtly conservative,,strongly agree,agree,strongly agree,strongly agree,,,
354,45,separated,one,37,14,female,liberal,12,strongly agree,disagree,agree,agree,,,
555,20,widowed,three,63,16,female,,4,,,,,,,
1030,,divorced,none,58,12,female,moderate,,strongly agree,neither agree nor disagree,disagree,,,,
2541,25,never married,none,26,19,female,liberal,5,strongly agree,neither agree nor disagree,neither agree nor disagree,disagree,,,
568,,never married,none,50,12,female,extremely liberal,,,,,,,,
1615,,separated,three,34,9,female,moderate,,strongly agree,agree,agree,agree,,,
2134,,married,four,56,14,female,conservative,,strongly agree,strongly agree,strongly agree,strongly agree,,,
612,,married,one,73,18,female,conservative,,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,
441,,never married,none,33,18,female,liberal,7,agree,agree,neither agree nor disagree,neither,,,
769,34,married,one,35,16,female,slghtly conservative,20,,,,strongly agree,,,
483,40,separated,one,33,14,female,moderate,,,,,agree,,,
2315,,never married,none,19,12,female,,0,,,,,,neither agree nor disagree,very satisfied
75,45,separated,one,49,15,female,moderate,,strongly agree,agree,agree,agree,,,
499,17,married,three,35,16,female,conservative,1,disagree,agree,agree,,,,
475,,widowed,two,85,11,female,,,,,,,,,
2016,,never married,none,30,19,female,,1,,,,,,disagree,fairly satisfied
1225,20,married,six,62,9,female,,,,,,,,disagree,very satisfied
1607,38,married,none,34,15,female,slightly liberal,2,strongly agree,strongly disagree,strongly agree,,,,
2018,40,separated,three,40,10,female,moderate,,strongly agree,neither agree nor disagree,strongly agree,strongly agree,,,
1310,,never married,four,48,13,female,moderate,,strongly agree,strongly disagree,strongly agree,,,,
2746,,married,three,85,14,female,moderate,,,,,,,,
1446,,widowed,three,73,11,female,slightly liberal,,agree,agree,agree,,,,
1336,,divorced,five,66,11,female,,,,,,,,,
383,,divorced,two,89,14,female,,,,,,,,disagree,neither satisfied nor dissatisfied
352,,never married,five,49,9,female,,,strongly agree,agree,agree,strongly agree,,,
1912,55,married,three,54,12,female,,10,,,,,,,
2048,45,married,two,40,15,female,,0,,,,,we decide together,agree,very satisfied
2607,,married,two,57,12,female,,,,,,,mostly me,agree,
474,,widowed,none,70,18,female,,,,,,,,,
1391,,married,two,35,15,female,,4,,,,,we decide together,,
449,50,divorced,none,47,20,female,moderate,5,,,,strongly agree,,,
725,25,married,four,44,13,female,,,,,,,we decide together,disagree,completely satisfied
1172,,married,two,39,14,female,,15,,,,,sometimes me or sometimes my spouse,agree,very satisfied
269,,never married,five,48,14,female,,,,,,,,,
420,55,divorced,none,60,16,female,,,,,,,,disagree,very satisfied
439,,never married,one,34,11,female,,2,,,,,,,
954,60,married,none,48,15,female,slightly liberal,1,,,,strongly agree,,,
2760,,divorced,one,43,13,female,,,,,,,,strongly disagree,
2677,40,married,none,43,14,female,,,,,,,,disagree,very satisfied
486,32,separated,three,45,12,female,,,,,,,,agree,fairly satisfied
258,,never married,two,30,11,female,,,,,,,mostly me,neither agree nor disagree,
