,PS_code,PS_name,health_board,council_area,urban,total_pop,pcnt_overcrowding,pcnt_male_unemp,pcnt_no_car,pcnt_low_class,z_overcrowding,z_male_unemp,z_no_car,z_low_class,carstairs,pcnt_limited_lot,pcnt_no_llti,pcnt_bad_health,pcnt_good_health,all_house,owned,rent,rent_social,rent_private,quintile,decile,pop_16plus,no_qual,level1,level2,level3,level4,pop_16_74,work_pt,work_ft,work_se,student,retired,staying_home,sick_disabled,unemployed,pop_4plus,work_home,light_rail,train,bus,taxi,drive,drive_pass,motorcycle,bicycle,on_foot,other.transport,travel_2,travel_2_5,travel_5_10,travel_10_20,travel_20_30,travel_30_40,travel_40_60,travel_60,other.distance,pcnt_no_qual,pcnt_level1,pcnt_level2,pcnt_level3,pcnt_level4,pcnt_work_pt,pcnt_work_ft,pcnt_work_se,pcnt_sick_disabled,pcnt_staying_home,pcnt_unemployed,pcnt_work_home,pcnt_light_rail,pcnt_train,pcnt_bus,pcnt_taxi,pcnt_drive,pcnt_drive_pass,pcnt_motorcycle,pcnt_bicycle,pcnt_on_foot,pcnt_other.transport,pcnt_travel_2,pcnt_travel_2_5,pcnt_travel_5_10,pcnt_travel_10_20,pcnt_travel_20_30,pcnt_travel_30_40,pcnt_travel_40_60,pcnt_travel_60
765,S29000765,KY13 8,Tayside,Perth & Kinross,Rural,4891,2.134646962,6.567164179,9.174876847,13.11612364,-0.605413321,-0.455511789,-0.975146517,-0.715141613,-2.751213239,6.403083541,83.61659224,3.321032533,86.16920125,2120,1608,512,309,203,2,3,3970,856,833,513,414,1354,3596,529,1492,322,210,686,117,75,165,3238,340,0,27,160,5,1594,264,7,29,786,26,1032,130,87,467,469,301,92,72,248,21.56171285,20.98236776,12.92191436,10.42821159,34.10579345,14.71078977,41.49054505,8.954393771,2.085650723,3.253615128,4.588431591,10.50030883,0,0.833848054,4.941321804,0.154416306,49.22791847,8.153180976,0.216182829,0.895614577,24.27424336,0.802964793,31.87152563,4.014823965,2.686843731,14.42248301,14.48424954,9.295861643,2.841260037,2.223594812
766,S29000766,KY13 9 (part) Perth & Kinross,Tayside,Perth & Kinross,Rural,3561,1.667625072,4.198062433,5.922944221,9.484777518,-0.856217164,-1.014924499,-1.209415025,-1.174807489,-4.255364178,5.363572482,84.97391739,2.526391053,87.21321374,1499,1180,319,155,164,1,1,2912,553,502,435,294,1128,2582,341,997,323,166,501,90,65,99,2305,329,0,32,223,10,1145,166,4,19,357,20,336,251,207,354,258,269,36,54,211,18.99038462,17.23901099,14.93818681,10.09615385,38.73626374,13.20681642,38.61347792,12.50968242,2.51742835,3.485670023,3.834237026,14.27331887,0,1.388286334,9.67462039,0.433839479,49.67462039,7.201735358,0.173535792,0.824295011,15.48806941,0.867678959,14.57700651,10.88937093,8.980477223,15.35791757,11.19305857,11.670282,1.561822126,2.342733189
767,S29000767,KY14 6 (part) Fife,Fife,Fife,Rural,2817,2.255639098,6.407035176,13.64124597,15.76409496,-0.540437153,-0.493322828,-0.65339027,-0.379954049,-2.067104301,7.175755411,81.60438902,3.952275603,84.48790985,1290,849,441,256,185,2,4,2343,660,566,291,244,582,2107,290,840,232,117,372,63,79,114,1796,241,1,22,228,4,899,171,3,4,196,27,210,51,88,676,206,63,59,20,182,28.16901408,24.15706359,12.41997439,10.41399915,24.83994878,13.76364499,39.86710963,11.01091599,3.749406739,2.990033223,5.410536308,13.41870824,0.055679287,1.224944321,12.69487751,0.222717149,50.05567929,9.521158129,0.167037862,0.222717149,10.91314031,1.503340757,11.69265033,2.839643653,4.899777283,37.63919822,11.46993318,3.5077951,3.285077951,1.113585746
768,S29000768,KY14 6 (part) Perth & Kinross,Tayside,Perth & Kinross,Rural,71,0,0,0,4.225352113,-1.751778565,-2.006207158,-1.63610262,-1.840560163,-7.234648507,5.125,80.42777778,2.625,85.55,29,27,2,1,1,1,1,58,15,9,8,3,23,50,3,17,17,1,9,3,0,0,47,20,0,1,0,1,16,7,0,0,1,1,1,4,4,7,1,3,4,0,3,25.86206897,15.51724138,13.79310345,5.172413793,39.65517241,6,34,34,0,6,0,42.55319149,0,2.127659574,0,2.127659574,34.04255319,14.89361702,0,0,2.127659574,2.127659574,2.127659574,8.510638298,8.510638298,14.89361702,2.127659574,6.382978723,8.510638298,0
769,S29000769,KY14 7 (part) Fife,Fife,Fife,Rural,3949,3.011740684,6.884057971,8.601327208,14.28571429,-0.13438941,-0.380684097,-1.016464906,-0.56709158,-2.098629994,7.700745389,81.44344098,4.157627021,83.99745641,1722,1202,520,300,220,2,4,3242,876,681,391,355,939,2882,414,1154,286,160,516,96,107,149,2548,310,3,23,330,9,1341,172,3,16,322,19,326,131,161,882,314,126,56,38,204,27.0203578,21.00555213,12.06045651,10.95003085,28.96360271,14.36502429,40.04163775,9.923664122,3.712699514,3.331020125,5.170020819,12.16640502,0.117739403,0.90266876,12.95133438,0.35321821,52.62951334,6.750392465,0.117739403,0.627943485,12.63736264,0.745682889,12.79434851,5.141287284,6.318681319,34.61538462,12.32339089,4.945054945,2.197802198,1.491365777
770,S29000770,KY14 7 (part) Perth & Kinross,Tayside,Perth & Kinross,Rural,90,0,3.225806452,0,2.272727273,-1.751778565,-1.244501955,-1.63610262,-2.087728838,-6.720111978,10.30555556,69.97698413,0.777777778,90.74920635,35,30,5,0,5,1,1,71,11,11,14,11,24,68,12,29,16,2,6,0,2,1,73,20,0,1,2,0,38,10,0,0,1,1,3,4,7,20,8,4,2,0,5,15.49295775,15.49295775,19.71830986,15.49295775,33.8028169,17.64705882,42.64705882,23.52941176,2.941176471,0,1.470588235,27.39726027,0,1.369863014,2.739726027,0,52.05479452,13.69863014,0,0,1.369863014,1.369863014,4.109589041,5.479452055,9.589041096,27.39726027,10.95890411,5.479452055,2.739726027,0
771,S29000771,KY15 4,Fife,Fife,Rural,6241,3.766786767,7.756563246,16.1971831,15.2872777,0.271091497,-0.174660637,-0.469261123,-0.440310902,-0.813141165,7.535735582,80.47793888,3.740179483,84.75763679,2818,1771,1047,547,500,3,5,5130,1029,1100,711,590,1700,4538,586,1816,420,383,731,165,163,274,3950,432,1,109,390,25,1836,319,15,47,740,36,1032,332,311,1029,234,69,171,53,287,20.05847953,21.44249513,13.85964912,11.50097466,33.13840156,12.91317761,40.01762891,9.255178493,3.591890701,3.635962979,6.03790216,10.93670886,0.025316456,2.759493671,9.873417722,0.632911392,46.48101266,8.075949367,0.379746835,1.189873418,18.73417722,0.911392405,26.12658228,8.405063291,7.873417722,26.05063291,5.924050633,1.746835443,4.329113924,1.341772152
772,S29000772,KY15 5,Fife,Fife,Rural,8630,2.51811379,5.831826401,9.858653047,11.83374083,-0.399480887,-0.629146079,-0.92588743,-0.87746919,-2.831983585,6.459058717,83.06784402,3.412180709,86.20737342,3743,2792,951,445,506,2,3,7216,1470,1340,913,814,2679,6312,857,2480,568,455,1248,188,234,282,5384,651,2,147,480,21,2651,456,11,53,876,36,1087,745,354,1412,378,143,175,97,342,20.3713969,18.56984479,12.65243902,11.2804878,37.12583149,13.57731305,39.29024081,8.998732573,3.707224335,2.978453739,4.467680608,12.09138187,0.037147103,2.730312036,8.915304606,0.390044577,49.2384844,8.469539376,0.204309064,0.984398217,16.27043091,0.668647845,20.18945022,13.83729569,6.575037147,26.22585438,7.020802377,2.656017831,3.250371471,1.801634473
773,S29000773,KY15 7,Fife,Fife,Rural,6831,1.602234308,5.619747899,7.996472145,12.65169903,-0.891333837,-0.679223881,-1.060038531,-0.773929769,-3.404526019,6.889064229,82.86733627,3.632137852,86.18376024,2957,2226,731,352,379,1,2,5669,1199,1176,775,631,1888,5129,650,2109,559,345,965,145,123,233,4530,577,1,89,627,11,2418,257,6,16,491,37,511,238,980,927,573,188,76,81,379,21.15011466,20.74439936,13.67084142,11.13071088,33.30393367,12.67303568,41.11912654,10.89881068,2.39812829,2.827061805,4.542795867,12.73730684,0.022075055,1.964679912,13.8410596,0.242825607,53.37748344,5.673289183,0.132450331,0.353200883,10.8388521,0.816777042,11.2803532,5.253863135,21.63355408,20.46357616,12.64900662,4.150110375,1.677704194,1.78807947
774,S29000774,KY16 0,Fife,Fife,Rural,5394,1.39220366,3.154205607,9.407319014,10.37505096,-1.004126182,-1.261408963,-0.958401434,-1.062114205,-4.286050783,6.27878121,83.89797346,2.890656874,86.17652127,2050,1219,831,264,567,1,1,4342,675,1086,761,512,1308,4058,498,2059,256,267,541,168,86,183,3772,435,1,62,574,14,1546,283,15,186,618,38,982,182,957,597,85,90,91,98,255,15.54583141,25.01151543,17.52648549,11.79180101,30.12436665,12.2720552,50.73928043,6.308526368,2.119270577,4.139970429,4.509610646,11.53234358,0.026511135,1.64369035,15.2173913,0.371155885,40.98621421,7.502651113,0.39766702,4.93107105,16.38388123,1.007423118,26.03393425,4.825026511,25.37115589,15.8271474,2.253446448,2.386002121,2.412513256,2.598091198
775,S29000775,KY16 8,Fife,Fife,Urban,10401,2.47876062,6.170752325,24.77761119,17.17420787,-0.420614642,-0.54911597,0.148871023,-0.201458041,-1.02231763,6.382146769,83.27789015,3.761567597,85.67264903,4571,2620,1951,828,1123,3,5,9204,1622,1559,1939,688,3396,8139,874,2281,539,2382,1329,199,224,311,6922,1019,2,66,435,50,2003,497,14,312,2479,45,2711,1126,291,533,242,86,184,116,614,17.62277271,16.9382877,21.06692742,7.475010865,36.8970013,10.73841995,28.02555597,6.622435189,2.752180858,2.445017815,3.821108244,14.72117885,0.028893383,0.953481653,6.284310893,0.722334585,28.93672349,7.180005779,0.202253684,4.507367813,35.81334874,0.650101127,39.16498122,16.26697486,4.203987287,7.70008668,3.496099393,1.242415487,2.658191274,1.675816238
776,S29000776,KY16 9,Fife,Fife,Urban,9048,1.714689765,2.402651201,35.88474456,6.503028371,-0.830942105,-1.438872463,0.94902646,-1.552245577,-2.873033684,5.166619119,84.8731803,2.805017846,88.42820165,2483,1213,1270,162,1108,2,3,8594,480,1432,3259,423,3000,7995,289,818,315,5820,553,55,50,95,7612,1751,7,44,273,23,729,175,8,304,4259,39,3522,424,280,226,101,63,98,73,1074,5.585292064,16.66278799,37.92180591,4.922038632,34.9080754,3.614759225,10.23139462,3.939962477,0.625390869,0.687929956,1.188242652,23.00315292,0.091960063,0.578034682,3.586442459,0.302154493,9.57698371,2.299001576,0.105097215,3.993694167,55.9511298,0.512348923,46.26904887,5.570152391,3.678402522,2.968996322,1.326852338,0.827640568,1.287440883,0.959012086
777,S29000777,KY2 5,Fife,Fife,Urban,11295,2.434845342,7.884362681,20.00180359,17.57908695,-0.444198377,-0.144483534,-0.195177103,-0.150207323,-0.934066336,8.433853514,80.74208803,4.516716053,82.6928511,5335,3601,1734,876,858,3,5,9528,2378,2096,1306,1200,2548,8363,1040,3454,592,630,1457,293,333,564,6937,679,1,253,589,49,3326,660,16,40,1274,50,1625,1502,769,1071,386,170,101,96,538,24.95801847,21.99832074,13.70696893,12.59445844,26.74223342,12.43572881,41.30096855,7.078799474,3.981824704,3.503527442,6.743991391,9.788092836,0.014415453,3.647109702,8.490702033,0.706357215,47.9457979,9.514199222,0.230647254,0.576618135,18.36528759,0.720772668,23.42511172,21.65201096,11.08548364,15.43895055,5.564364999,2.450627072,1.45596079,1.383883523
778,S29000778,KY2 6,Fife,Fife,Urban,19366,3.516883117,9.62,19.84415584,20.84383562,0.136886233,0.265350099,-0.206534012,0.26305363,0.458755951,9.120983177,79.04282069,5.199541235,80.88508882,8297,5408,2889,2352,537,4,7,15497,4588,4131,2048,1972,2758,14118,2261,5665,766,909,2289,534,618,1076,12135,1053,3,219,1389,71,5877,1356,22,78,1979,88,2127,4126,1442,1232,631,331,108,136,949,29.60573014,26.65677228,13.21546106,12.72504356,17.79699297,16.01501629,40.12608018,5.425697691,4.377390565,3.78240544,7.62147613,8.677379481,0.024721879,1.804697157,11.44622991,0.585084466,48.43016069,11.17428925,0.181293778,0.64276885,16.30819942,0.725175113,17.52781211,34.00082406,11.88298311,10.15245159,5.199835187,2.727647301,0.889987639,1.120725175
779,S29000779,KY3 0,Fife,Fife,Rural,5295,2.517642571,9.117432531,16.19301926,14.3481717,-0.399733945,0.14667954,-0.469561086,-0.559185548,-1.281801038,7.483726325,81.94637604,4.30787029,84.023508,2293,1605,688,447,241,3,5,4176,937,914,544,461,1320,3793,532,1447,334,217,695,170,144,254,3300,407,3,313,409,7,1387,204,20,10,513,27,558,152,689,997,76,43,59,72,247,22.43773946,21.88697318,13.02681992,11.03927203,31.6091954,14.02583707,38.14922225,8.805694701,3.796467176,4.481940417,6.696546269,12.33333333,0.090909091,9.484848485,12.39393939,0.212121212,42.03030303,6.181818182,0.606060606,0.303030303,15.54545455,0.818181818,16.90909091,4.606060606,20.87878788,30.21212121,2.303030303,1.303030303,1.787878788,2.181818182
780,S29000780,KY3 9,Fife,Fife,Rural,5727,1.485673859,11.41120864,18.23487796,14.95138507,-0.953930065,0.688305711,-0.322466035,-0.482829124,-1.070919513,7.611227827,81.05968513,4.111604529,83.91568526,2742,1998,744,471,273,3,5,4818,1088,1076,663,532,1459,4235,578,1625,308,240,901,143,143,297,3373,351,1,265,420,7,1574,179,10,16,520,30,545,295,675,952,85,58,71,58,283,22.58198423,22.33291822,13.76089664,11.04192611,30.2822748,13.64817001,38.37072019,7.272727273,3.376623377,3.376623377,7.012987013,10.40616662,0.029647198,7.85650756,12.4518233,0.207530388,46.66469019,5.306848503,0.296471983,0.474355173,15.41654314,0.88941595,16.1577231,8.74592351,20.01185888,28.22413282,2.520011859,1.719537504,2.104951082,1.719537504
781,S29000781,KY4 0 (part) Fife,Fife,Fife,Rural,6506,3.789050418,11.92014093,21.24961336,24.12483487,0.283047702,0.808479187,-0.105285162,0.678371627,1.664613354,12.49812213,74.73254077,7.014355989,77.43163598,2908,1708,1200,974,226,4,8,5282,1753,1424,754,574,777,4776,660,1901,242,285,751,210,322,405,3891,337,0,67,620,21,1945,401,11,10,451,28,584,433,822,753,374,91,102,59,336,33.18818629,26.95948504,14.27489587,10.8670958,14.71033699,13.81909548,39.80318258,5.067001675,6.742043551,4.396984925,8.479899497,8.661012593,0,1.721922385,15.93420714,0.539707016,49.98714983,10.30583398,0.282703675,0.257003341,11.59085068,0.719609355,15.00899512,11.12824467,21.12567463,19.35235158,9.611924955,2.338730403,2.621434079,1.516319712
782,S29000782,KY4 0 (part) Perth & Kinross,Tayside,Perth & Kinross,Rural,354,1.129943503,1.904761905,0.564971751,5.588235294,-1.144967236,-1.556438372,-1.59540218,-1.668042625,-5.964850413,6.425570473,85.71446489,3.565958484,90.37374296,142,130,12,1,11,1,1,283,35,54,34,32,128,269,36,119,37,13,40,6,5,13,263,37,1,8,45,0,138,19,2,1,8,4,5,11,74,55,41,3,7,8,22,12.36749117,19.08127208,12.01413428,11.30742049,45.22968198,13.38289963,44.23791822,13.75464684,1.858736059,2.230483271,4.832713755,14.06844106,0.380228137,3.041825095,17.11026616,0,52.47148289,7.224334601,0.760456274,0.380228137,3.041825095,1.520912548,1.901140684,4.182509506,28.13688213,20.91254753,15.58935361,1.140684411,2.661596958,3.041825095
783,S29000783,KY4 8,Fife,Fife,Urban,6029,2.642724039,10.15479876,22.71726241,22.72484417,-0.332561691,0.391631389,0.000443952,0.501156916,0.560670566,11.70758559,76.19434324,6.894668769,77.62007035,2816,1692,1124,839,285,4,7,5003,1794,1321,609,542,737,4510,601,1825,269,228,797,155,273,362,3633,351,0,58,543,12,1818,371,15,11,431,23,607,651,813,596,162,60,53,41,299,35.85848491,26.40415751,12.17269638,10.8334999,14.7311613,13.32594235,40.46563193,5.964523282,6.053215078,3.436807095,8.026607539,9.661436829,0,1.596476741,14.94632535,0.330305533,50.04128819,10.21194605,0.412881916,0.302780072,11.86347371,0.633085604,16.70795486,17.91907514,22.37819983,16.40517479,4.45912469,1.651527663,1.458849436,1.128543903
784,S29000784,KY4 9,Fife,Fife,Urban,8341,4.074743822,12.57323119,21.96503918,26.99103713,0.436473067,0.962692484,-0.053746044,1.041183469,2.386602976,12.28438286,75.9548976,7.20148642,76.61550822,3664,2153,1511,1197,314,4,8,6878,2574,1867,897,696,844,6269,934,2367,339,372,1033,233,435,556,5007,426,2,110,579,29,2304,604,11,22,896,24,1223,529,1057,850,294,85,69,61,413,37.42366967,27.14451876,13.04158186,10.1192207,12.27100901,14.89870793,37.75721806,5.407561015,6.938905727,3.716701228,8.869038124,8.508088676,0.039944078,2.196924306,11.56381067,0.579189135,46.01557819,12.06311164,0.219692431,0.439384861,17.89494707,0.479328939,24.42580387,10.56520871,21.11044538,16.97623327,5.871779509,1.697623327,1.378070701,1.218294388
785,S29000785,KY5 0 (part) Fife,Fife,Fife,Rural,7528,3.812199037,12.0475698,19.94382022,24.87157534,0.295479159,0.838568789,-0.199354212,0.77289611,1.707589846,13.75813888,74.44864312,7.946292663,76.23379339,3303,1753,1550,1300,250,4,8,6048,2230,1703,734,629,752,5516,735,2155,331,349,839,233,408,466,4558,483,1,89,667,20,2245,470,12,7,530,34,664,491,1457,587,267,119,30,52,408,36.87169312,28.15806878,12.13624339,10.40013228,12.43386243,13.3248731,39.06816534,6.000725163,7.396664249,4.224075417,8.448150834,10.59675296,0.021939447,1.952610794,14.63361123,0.438788943,49.2540588,10.31154015,0.263273366,0.15357613,11.62790698,0.745941202,14.56779289,10.77226854,31.96577446,12.87845546,5.857832383,2.610794208,0.658183414,1.140851251
786,S29000786,KY5 8,Fife,Fife,Rural,5739,6.494425765,17.68292683,30.87949036,33.26171875,1.735910084,2.169237829,0.588449052,1.834943763,6.328540728,16.10464982,70.42240402,9.562891906,72.08123623,2490,1119,1371,1187,184,5,10,4556,2086,1249,433,376,412,4084,576,1338,156,288,615,227,389,495,3189,372,2,41,623,20,1283,337,6,9,487,9,628,382,340,899,160,78,22,44,264,45.785777,27.4143986,9.503950834,8.25285338,9.043020193,14.10381978,32.76199804,3.819784525,9.524975514,5.5582762,12.12047013,11.66509878,0.062715585,1.285669489,19.53590467,0.627155848,40.23204766,10.56757604,0.188146754,0.282220132,15.2712449,0.282220132,19.69269363,11.9786767,10.66164942,28.19065538,5.017246786,2.445907808,0.689871433,1.379742866
787,S29000787,KY5 9,Fife,Fife,Urban,6900,4.236294342,12.34772979,24.08384638,25.68075117,0.523230224,0.909445152,0.098892359,0.875323833,2.406891568,14.23734399,72.54836015,8.254451067,74.85712008,3097,1787,1310,1039,271,4,8,5661,2113,1612,694,591,651,5077,717,1982,235,301,740,214,423,465,4041,364,2,72,554,13,1952,436,6,11,609,22,876,466,496,1048,238,86,60,38,369,37.32556085,28.47553436,12.25931814,10.43985162,11.49973503,14.1225133,39.03880244,4.628717747,8.331691944,4.21508765,9.158952137,9.007671368,0.0494927,1.781737194,13.70947785,0.321702549,48.30487503,10.78940856,0.148478099,0.272209849,15.0705271,0.544419698,21.67780252,11.53179906,12.27418956,25.93417471,5.889631279,2.128186093,1.484780995,0.940361297
788,S29000788,KY6 1,Fife,Fife,Urban,4542,3.500221533,13.12670921,25.60921577,26.67144222,0.127938496,1.093384482,0.208779634,1.000728258,2.430830869,10.73039973,77.01982366,5.583936775,77.87585484,2023,1218,805,547,258,4,8,3638,1183,1056,417,478,504,3280,434,1250,113,232,587,156,200,308,2636,229,0,30,255,14,1083,246,11,31,722,15,856,538,257,237,183,101,15,35,185,32.51786696,29.02693788,11.46234195,13.13908741,13.85376581,13.23170732,38.1097561,3.445121951,6.097560976,4.756097561,9.390243902,8.687405159,0,1.138088012,9.673748103,0.531107739,41.08497724,9.3323217,0.417298938,1.176024279,27.38998483,0.569044006,32.47344461,20.40971168,9.749620637,8.990895296,6.942336874,3.831562974,0.569044006,1.327769347
789,S29000789,KY6 2,Fife,Fife,Urban,8665,2.644036485,10.1986755,21.279298,24.71468892,-0.331856871,0.401991943,-0.103146687,0.753036991,0.720025376,10.06536336,78.10957048,5.928181627,80.02323667,3740,2483,1257,790,467,4,7,6853,1836,1974,939,983,1121,6362,898,2637,290,456,1038,253,326,464,5553,517,0,39,400,22,2577,599,19,102,1239,39,1731,1160,677,450,311,191,39,70,407,26.79118634,28.80490296,13.70202831,14.34408288,16.3577995,14.11505816,41.4492298,4.558314995,5.124174788,3.976736875,7.293303992,9.31028273,0,0.702323069,7.203313524,0.396182244,46.40734738,10.786962,0.342157392,1.836844949,22.31226364,0.702323069,31.17233928,20.88960922,12.19160814,8.103727715,5.600576265,3.439582208,0.702323069,1.260579867
790,S29000790,KY6 3 (part) Fife,Fife,Fife,Urban,5548,1.941219158,9.13673598,13.58853411,18.34723275,-0.709289472,0.151237637,-0.657187621,-0.052973294,-1.268212751,8.154802098,81.31896371,4.825586863,83.10024234,2508,1781,727,488,239,3,5,4712,1189,1173,633,634,1083,4276,587,1734,323,252,798,139,153,290,3474,349,0,37,305,13,1896,415,5,38,375,41,497,934,323,510,263,146,52,55,345,25.23344652,24.89388795,13.43378608,13.45500849,22.98387097,13.72778297,40.55191768,7.553788587,3.578110384,3.25070159,6.782039289,10.04605642,0,1.065054692,8.779504893,0.374208405,54.57685665,11.94588371,0.14392631,1.093839954,10.79447323,1.18019574,14.30627519,26.88543466,9.297639609,14.68048359,7.570523892,4.202648244,1.496833621,1.583189407
791,S29000791,KY6 3 (part) Perth & Kinross,Tayside,Perth & Kinross,Rural,91,0,0,3.296703297,0,-1.751778565,-2.006207158,-1.398608842,-2.375416968,-7.532011533,5.333333333,82.96153846,0,85.29487179,38,35,3,0,3,1,1,74,13,13,7,9,32,68,7,23,22,4,11,1,0,0,70,11,0,0,8,0,39,9,1,0,1,1,0,6,8,13,16,2,3,3,8,17.56756757,17.56756757,9.459459459,12.16216216,43.24324324,10.29411765,33.82352941,32.35294118,0,1.470588235,0,15.71428571,0,0,11.42857143,0,55.71428571,12.85714286,1.428571429,0,1.428571429,1.428571429,0,8.571428571,11.42857143,18.57142857,22.85714286,2.857142857,4.285714286,4.285714286
792,S29000792,KY7 4,Fife,Fife,Urban,9948,3.614457831,10.51835036,21.03877696,21.23874607,0.189286589,0.477476324,-0.12047377,0.313042492,0.859331635,11.63065855,77.16651667,6.79787043,79.24087122,4313,2662,1651,1167,484,4,7,8112,2395,2212,1108,1048,1349,7444,965,2978,396,513,1199,301,467,625,6122,554,3,56,661,30,2840,673,17,83,1152,53,1721,1434,893,351,443,176,39,73,438,29.52416174,27.26824458,13.65877712,12.91913215,16.62968442,12.96346051,40.00537346,5.31972058,6.273508866,4.043524987,8.396023643,9.049330284,0.049003594,0.914733747,10.79712512,0.490035936,46.39006861,10.9931395,0.27768703,1.35576609,18.81737994,0.865730154,28.11172819,23.42371774,14.58673636,5.733420451,7.236197321,2.874877491,0.637046717,1.192420778
793,S29000793,KY7 5,Fife,Fife,Urban,4832,2.776582006,7.241659886,16.63796814,23.4858681,-0.260676211,-0.296244053,-0.437507066,0.597489439,-0.396937892,10.29917216,77.70363462,5.245620052,80.29572275,2007,1480,527,371,156,3,5,3993,1301,978,481,529,704,3425,506,1408,177,246,638,97,159,194,2910,267,0,49,208,10,1440,248,15,32,614,27,818,598,407,205,220,101,23,41,230,32.58201853,24.49286251,12.04608064,13.24818432,17.63085399,14.77372263,41.10948905,5.167883212,4.642335766,2.832116788,5.664233577,9.175257732,0,1.683848797,7.147766323,0.343642612,49.48453608,8.52233677,0.515463918,1.099656357,21.09965636,0.927835052,28.10996564,20.54982818,13.9862543,7.04467354,7.560137457,3.470790378,0.790378007,1.408934708
794,S29000794,KY7 6,Fife,Fife,Urban,13201,3.171585032,9.807162534,15.30270764,18.94230769,-0.048548516,0.309544529,-0.533698938,0.022352944,-0.25034998,10.92868158,77.54141252,6.174416933,80.19103346,5789,3595,2194,1638,556,3,6,10730,2597,2793,1450,1582,2308,9898,1401,4090,655,647,1436,340,606,723,8509,872,1,154,1193,31,4427,806,24,86,852,63,1314,2433,978,1026,676,346,67,126,671,24.20316869,26.02982293,13.51351351,14.74370923,21.50978565,14.15437462,41.32147909,6.617498485,6.12244898,3.435037381,7.304505961,10.24797273,0.011752262,1.809848396,14.02044894,0.364320132,52.02726525,9.472323422,0.282054295,1.010694559,10.01292749,0.740392526,15.44247268,28.5932542,11.49371254,12.05782113,7.944529322,4.066282759,0.787401575,1.480785051
795,S29000795,KY8 1,Fife,Fife,Urban,4458,3.066516347,15.19468186,29.7632469,30.47125586,-0.104973344,1.581691995,0.50803512,1.481719221,3.466472992,14.65047768,72.05570627,8.442081908,72.89774946,2202,1110,1092,869,223,5,9,3701,1476,1041,432,362,390,3301,460,1139,135,192,600,144,280,351,2424,224,0,24,263,12,1183,237,7,22,441,11,602,406,343,305,175,79,27,25,238,39.88111321,28.1275331,11.67252094,9.781140232,10.53769252,13.93517116,34.50469555,4.089669797,8.482278098,4.36231445,10.63314147,9.240924092,0,0.99009901,10.84983498,0.495049505,48.80363036,9.777227723,0.288778878,0.907590759,18.19306931,0.45379538,24.8349835,16.74917492,14.15016502,12.58250825,7.219471947,3.259075908,1.113861386,1.031353135
796,S29000796,KY8 2,Fife,Fife,Urban,5240,6.374045802,17.33220051,30.09541985,37.15882227,1.67126267,2.08642131,0.531964786,2.328249949,6.617898715,14.98491076,72.16147078,9.418886992,72.99293783,2172,1096,1076,911,165,5,10,4051,1725,1212,425,351,338,3676,572,1160,133,287,553,229,316,426,3000,285,0,21,306,29,1197,360,9,25,753,15,994,502,269,408,166,118,11,18,229,42.5820785,29.91853863,10.49123673,8.664527277,8.34361886,15.56039173,31.55603917,3.618063112,8.596300326,6.229597388,11.58868335,9.5,0,0.7,10.2,0.966666667,39.9,12,0.3,0.833333333,25.1,0.5,33.13333333,16.73333333,8.966666667,13.6,5.533333333,3.933333333,0.366666667,0.6
797,S29000797,KY8 3,Fife,Fife,Urban,5772,3.844797178,18.7849162,35.96119929,33.18181818,0.312985274,2.429449051,0.954534242,1.824829727,5.521798294,14.99073274,72.26064936,9.089366394,73.25130948,2914,1320,1594,1141,453,5,10,4793,2020,1384,489,429,471,4274,605,1391,166,231,710,245,374,552,2998,294,0,21,286,26,1341,363,1,24,623,19,906,393,166,635,151,141,23,37,252,42.14479449,28.87544335,10.20237847,8.95055289,9.826830795,14.15535798,32.54562471,3.883949462,8.750584932,5.732335049,12.91530182,9.806537692,0,0.700466978,9.539693129,0.86724483,44.72981988,12.10807205,0.03335557,0.800533689,20.78052035,0.633755837,30.22014676,13.10873916,5.537024683,21.18078719,5.036691127,4.703135424,0.767178119,1.234156104
798,S29000798,KY8 4,Fife,Fife,Urban,6513,2.156924039,10.1242236,22.22569553,21.80664552,-0.593449906,0.384411719,-0.034968418,0.384928781,0.140922176,11.40798661,76.91150323,6.799418307,78.64624027,3150,1945,1205,847,358,3,6,5448,1740,1425,738,621,924,4732,691,1782,282,302,877,138,303,357,3780,336,0,51,472,28,1829,358,5,36,637,28,1068,517,117,884,199,242,42,43,332,31.93832599,26.15638767,13.54625551,11.39867841,16.96035242,14.60270499,37.65849535,5.95942519,6.403212172,2.916314455,7.544378698,8.888888889,0,1.349206349,12.48677249,0.740740741,48.38624339,9.470899471,0.132275132,0.952380952,16.85185185,0.740740741,28.25396825,13.67724868,3.095238095,23.38624339,5.264550265,6.402116402,1.111111111,1.137566138
