id,hrs1,prestg80,sphrs1,educ,paeduc,sex,happy,hapmar,health,happy7,satfam7
671,50,51,40,16,18,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
672,30,60,56,13,,FEMALE,VERY HAPPY,VERY HAPPY,FAIR,,
673,80,64,60,20,8,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
674,50,57,40,19,5,FEMALE,PRETTY HAPPY,PRETTY HAPPY,EXCELLENT,,
675,,43,60,12,14,FEMALE,VERY HAPPY,PRETTY HAPPY,,,
676,66,64,,17,10,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
677,45,30,,13,16,MALE,PRETTY HAPPY,,GOOD,,
678,36,64,,16,16,MALE,VERY HAPPY,PRETTY HAPPY,EXCELLENT,,
679,40,42,,16,20,FEMALE,PRETTY HAPPY,,GOOD,,
680,,51,,12,12,FEMALE,PRETTY HAPPY,PRETTY HAPPY,EXCELLENT,,
681,,29,,12,,FEMALE,PRETTY HAPPY,,EXCELLENT,,
682,,46,,10,12,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
683,,64,,14,12,FEMALE,PRETTY HAPPY,,GOOD,,
684,,32,,10,,FEMALE,PRETTY HAPPY,,POOR,,
685,,23,,19,12,FEMALE,,,EXCELLENT,,
686,,44,,13,,MALE,PRETTY HAPPY,,,,
687,38,34,,16,,FEMALE,NOT TOO HAPPY,,,,
688,25,29,,12,12,FEMALE,PRETTY HAPPY,,FAIR,,
689,24,66,60,16,12,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
690,,59,60,14,14,FEMALE,VERY HAPPY,PRETTY HAPPY,POOR,,
691,35,73,32,17,16,MALE,PRETTY HAPPY,PRETTY HAPPY,EXCELLENT,,
692,40,47,,13,8,FEMALE,NOT TOO HAPPY,,EXCELLENT,,
693,40,51,30,17,12,MALE,PRETTY HAPPY,PRETTY HAPPY,EXCELLENT,,
694,40,49,,18,7,FEMALE,PRETTY HAPPY,,EXCELLENT,,
695,,51,20,17,8,MALE,NOT TOO HAPPY,PRETTY HAPPY,,,
696,,35,,11,12,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
697,30,36,38,8,5,MALE,PRETTY HAPPY,VERY HAPPY,,,
698,,51,,12,,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
699,,,18,16,16,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
700,50,74,,14,,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
701,,64,,16,0,FEMALE,PRETTY HAPPY,,POOR,,
702,50,74,,19,,MALE,NOT TOO HAPPY,,,,
703,,24,,10,,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
704,,46,40,12,5,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
705,,46,,12,,FEMALE,PRETTY HAPPY,,GOOD,,
706,40,51,,18,12,FEMALE,PRETTY HAPPY,,,,
707,,51,40,14,12,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
708,48,41,18,14,,MALE,PRETTY HAPPY,PRETTY HAPPY,FAIR,,
709,45,19,30,9,0,MALE,NOT TOO HAPPY,PRETTY HAPPY,FAIR,,
710,16,47,40,16,16,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
711,,34,,15,15,FEMALE,NOT TOO HAPPY,,EXCELLENT,,
712,48,51,,12,20,MALE,VERY HAPPY,,GOOD,,
713,40,49,,14,18,FEMALE,PRETTY HAPPY,,GOOD,,
714,40,49,,13,12,MALE,VERY HAPPY,,,,
715,24,54,,18,12,MALE,VERY HAPPY,,,,
716,,39,,12,12,MALE,NOT TOO HAPPY,,,,
717,40,35,,9,12,FEMALE,PRETTY HAPPY,,GOOD,,
718,45,65,,17,9,FEMALE,VERY HAPPY,,GOOD,,
719,40,31,,12,,FEMALE,PRETTY HAPPY,,GOOD,,
720,,57,,12,12,FEMALE,PRETTY HAPPY,,GOOD,,
721,,36,,13,12,MALE,PRETTY HAPPY,,EXCELLENT,,
722,40,54,,13,,MALE,PRETTY HAPPY,,EXCELLENT,,
723,,47,,11,11,FEMALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
724,45,49,,15,9,FEMALE,,VERY HAPPY,EXCELLENT,,
725,40,29,10,12,,MALE,PRETTY HAPPY,PRETTY HAPPY,FAIR,,
726,64,44,35,14,16,MALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
727,80,51,,16,5,FEMALE,PRETTY HAPPY,,EXCELLENT,,
728,45,54,,16,,FEMALE,VERY HAPPY,,GOOD,,
729,65,45,60,14,12,MALE,NOT TOO HAPPY,NOT TOO HAPPY,GOOD,,
730,40,51,,14,,FEMALE,NOT TOO HAPPY,,,,
731,46,34,20,12,20,MALE,,VERY HAPPY,GOOD,,
732,40,74,,16,14,FEMALE,PRETTY HAPPY,,GOOD,,
733,,51,,18,15,MALE,PRETTY HAPPY,PRETTY HAPPY,EXCELLENT,,
734,50,51,,16,13,MALE,PRETTY HAPPY,PRETTY HAPPY,EXCELLENT,,
735,10,53,,16,20,MALE,PRETTY HAPPY,NOT TOO HAPPY,,,
736,20,49,,16,14,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
737,55,32,55,12,,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
738,80,44,40,15,12,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
739,50,51,20,15,10,MALE,PRETTY HAPPY,VERY HAPPY,EXCELLENT,,
740,89,51,89,16,16,FEMALE,PRETTY HAPPY,VERY HAPPY,,,
741,,51,,16,16,MALE,PRETTY HAPPY,PRETTY HAPPY,FAIR,,
742,60,51,8,16,10,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
743,,,50,16,12,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
744,50,59,,16,12,MALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
745,45,59,,16,16,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
746,70,51,,16,13,MALE,VERY HAPPY,VERY HAPPY,,,
747,35,23,,12,16,MALE,PRETTY HAPPY,,EXCELLENT,,
748,45,51,,17,9,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
749,55,43,,16,16,MALE,VERY HAPPY,,EXCELLENT,,
750,30,17,,10,12,FEMALE,PRETTY HAPPY,,FAIR,,
751,,40,40,16,,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
752,,51,,13,12,FEMALE,PRETTY HAPPY,,EXCELLENT,,
753,50,39,,12,,MALE,NOT TOO HAPPY,,GOOD,,
754,45,69,40,16,12,MALE,VERY HAPPY,VERY HAPPY,,,
755,60,34,40,14,7,MALE,NOT TOO HAPPY,NOT TOO HAPPY,GOOD,,
756,,64,,16,,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
757,45,38,,16,11,MALE,PRETTY HAPPY,,EXCELLENT,,
758,40,71,40,16,16,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
759,50,86,,16,13,MALE,VERY HAPPY,,EXCELLENT,,
760,40,51,,12,8,MALE,VERY HAPPY,,EXCELLENT,,
761,50,51,40,12,9,MALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
762,56,28,40,10,12,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
763,50,41,,11,10,MALE,PRETTY HAPPY,,EXCELLENT,,
764,50,49,40,16,11,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
765,45,61,,16,12,MALE,,,EXCELLENT,,
766,,,40,19,19,MALE,PRETTY HAPPY,VERY HAPPY,EXCELLENT,,
767,40,22,40,7,,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
768,40,47,40,13,16,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
769,,23,,7,3,FEMALE,PRETTY HAPPY,,FAIR,,
770,52,53,40,14,12,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
771,,32,,14,14,FEMALE,PRETTY HAPPY,PRETTY HAPPY,EXCELLENT,,
772,,,56,12,12,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
773,,60,,14,4,MALE,PRETTY HAPPY,,FAIR,,
774,20,29,40,13,12,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
775,35,36,40,11,,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
776,50,43,65,15,13,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
777,,49,,16,12,MALE,PRETTY HAPPY,VERY HAPPY,,,
778,,60,,14,12,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
779,50,47,,14,12,MALE,PRETTY HAPPY,VERY HAPPY,,,
780,40,68,16,20,12,MALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
781,,35,,10,14,MALE,VERY HAPPY,VERY HAPPY,FAIR,,
782,40,51,,12,10,FEMALE,PRETTY HAPPY,,GOOD,,
783,20,74,63,18,12,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
784,40,61,40,16,12,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
785,,65,65,14,12,FEMALE,VERY HAPPY,VERY HAPPY,,,
786,22,46,,13,14,FEMALE,PRETTY HAPPY,,GOOD,,
787,40,46,40,14,16,FEMALE,PRETTY HAPPY,VERY HAPPY,,,
788,41,20,50,12,,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
789,30,27,,13,12,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
790,89,43,40,11,,MALE,VERY HAPPY,VERY HAPPY,FAIR,,
791,25,17,,10,14,FEMALE,PRETTY HAPPY,,GOOD,,
792,31,49,40,14,6,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
793,,24,,8,,FEMALE,PRETTY HAPPY,,GOOD,,
794,55,44,50,16,16,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
795,36,46,36,12,12,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
796,,28,,8,4,FEMALE,VERY HAPPY,,GOOD,,
797,35,36,10,8,,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
798,50,51,,16,16,MALE,NOT TOO HAPPY,,GOOD,,
799,31,36,,12,12,MALE,NOT TOO HAPPY,NOT TOO HAPPY,,,
800,,28,,10,,FEMALE,NOT TOO HAPPY,,FAIR,,
801,52,66,,14,,FEMALE,PRETTY HAPPY,,,,
802,,31,,14,12,MALE,NOT TOO HAPPY,,,,
803,,66,,15,15,FEMALE,NOT TOO HAPPY,,FAIR,,
804,,51,,17,,MALE,NOT TOO HAPPY,,FAIR,,
805,,39,,12,3,MALE,VERY HAPPY,,GOOD,,
806,48,27,,15,6,FEMALE,PRETTY HAPPY,,,,
807,89,22,,9,12,MALE,VERY HAPPY,,GOOD,,
808,20,22,,12,10,FEMALE,PRETTY HAPPY,,FAIR,,
809,,68,,14,6,FEMALE,PRETTY HAPPY,,FAIR,,
810,,42,,,,FEMALE,PRETTY HAPPY,,FAIR,,
811,36,42,,15,8,FEMALE,VERY HAPPY,,GOOD,,
812,40,42,,12,,MALE,PRETTY HAPPY,,GOOD,,
813,40,20,,13,18,FEMALE,PRETTY HAPPY,,FAIR,,
814,40,29,50,11,12,FEMALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
815,40,41,30,12,,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
816,,29,,12,,FEMALE,VERY HAPPY,PRETTY HAPPY,GOOD,,
817,44,51,,13,6,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
818,40,57,40,13,,MALE,PRETTY HAPPY,PRETTY HAPPY,EXCELLENT,,
819,36,30,40,12,12,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
820,45,57,,13,12,FEMALE,PRETTY HAPPY,,EXCELLENT,,
821,40,31,,13,4,FEMALE,PRETTY HAPPY,,GOOD,,
822,65,17,,12,9,FEMALE,PRETTY HAPPY,,FAIR,,
823,42,22,40,12,5,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
824,50,44,,6,3,MALE,PRETTY HAPPY,VERY HAPPY,POOR,,
825,,20,,0,0,FEMALE,NOT TOO HAPPY,,FAIR,,
826,,,,11,14,MALE,PRETTY HAPPY,,,,
827,40,66,,13,12,FEMALE,VERY HAPPY,,GOOD,,
828,,30,,12,,FEMALE,PRETTY HAPPY,,,,
829,,47,,12,,FEMALE,PRETTY HAPPY,,FAIR,,
830,50,64,,18,16,FEMALE,PRETTY HAPPY,,,,
831,55,59,,16,12,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
832,40,34,,12,5,FEMALE,PRETTY HAPPY,,GOOD,,
833,,32,,12,8,FEMALE,NOT TOO HAPPY,,GOOD,,
834,63,40,,14,12,FEMALE,VERY HAPPY,,GOOD,,
835,37,45,,16,12,FEMALE,PRETTY HAPPY,,EXCELLENT,,
836,38,47,,16,6,MALE,PRETTY HAPPY,,GOOD,,
837,40,46,60,12,6,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
838,24,31,,11,,FEMALE,PRETTY HAPPY,,GOOD,,
839,50,47,40,14,12,MALE,VERY HAPPY,VERY HAPPY,,,
840,43,59,,14,12,FEMALE,VERY HAPPY,,EXCELLENT,,
841,50,65,,16,10,MALE,PRETTY HAPPY,,GOOD,,
842,,35,,10,6,MALE,NOT TOO HAPPY,,FAIR,,
843,53,41,,12,,FEMALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
844,44,40,20,12,12,MALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
845,40,53,,14,12,FEMALE,NOT TOO HAPPY,VERY HAPPY,GOOD,,
846,,23,,12,,FEMALE,PRETTY HAPPY,,GOOD,,
847,54,47,,12,12,MALE,PRETTY HAPPY,,EXCELLENT,,
848,,56,,12,12,FEMALE,VERY HAPPY,,GOOD,,
849,20,25,,16,18,MALE,PRETTY HAPPY,,EXCELLENT,,
850,20,73,,20,17,MALE,NOT TOO HAPPY,,,,
851,10,32,,14,20,MALE,PRETTY HAPPY,,EXCELLENT,,
852,50,73,,20,11,FEMALE,PRETTY HAPPY,,GOOD,,
853,12,59,,16,12,FEMALE,PRETTY HAPPY,,EXCELLENT,,
854,50,44,,16,18,FEMALE,VERY HAPPY,,EXCELLENT,,
855,70,39,,12,12,MALE,PRETTY HAPPY,,EXCELLENT,,
856,,20,,15,14,FEMALE,PRETTY HAPPY,,GOOD,,
857,40,51,,13,11,MALE,PRETTY HAPPY,,,,
858,50,51,,17,20,MALE,VERY HAPPY,,EXCELLENT,,
859,40,36,40,12,12,FEMALE,VERY HAPPY,PRETTY HAPPY,EXCELLENT,,
860,40,51,,16,12,MALE,PRETTY HAPPY,,EXCELLENT,,
861,40,42,,15,,MALE,PRETTY HAPPY,,GOOD,,
862,65,24,,12,11,FEMALE,PRETTY HAPPY,,,,
863,40,61,40,13,12,MALE,PRETTY HAPPY,PRETTY HAPPY,EXCELLENT,,
864,40,66,,16,16,FEMALE,VERY HAPPY,,EXCELLENT,,
865,50,60,,16,16,MALE,VERY HAPPY,,EXCELLENT,,
866,62,32,,12,12,MALE,PRETTY HAPPY,,FAIR,,
867,16,86,24,20,11,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
868,44,51,50,17,15,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
869,50,46,,13,12,FEMALE,PRETTY HAPPY,,,,
870,48,72,,20,12,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
871,35,40,,13,12,FEMALE,VERY HAPPY,,EXCELLENT,,
872,54,64,45,17,14,MALE,PRETTY HAPPY,NOT TOO HAPPY,EXCELLENT,,
873,72,34,72,18,,MALE,PRETTY HAPPY,PRETTY HAPPY,,,
874,40,49,40,15,,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
875,40,51,40,12,11,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
876,55,74,10,17,5,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
877,50,21,,14,12,MALE,PRETTY HAPPY,,FAIR,,
878,40,36,,14,,FEMALE,PRETTY HAPPY,,GOOD,,
879,46,27,,12,14,MALE,PRETTY HAPPY,,GOOD,,
880,45,35,,13,,FEMALE,VERY HAPPY,,GOOD,,
881,17,65,,13,11,FEMALE,NOT TOO HAPPY,,,,
882,50,51,,15,,FEMALE,PRETTY HAPPY,,EXCELLENT,,
883,50,51,,13,12,FEMALE,PRETTY HAPPY,,GOOD,,
884,15,32,,15,12,MALE,PRETTY HAPPY,,GOOD,,
885,36,34,,16,16,FEMALE,NOT TOO HAPPY,,EXCELLENT,,
886,25,28,,16,18,MALE,VERY HAPPY,,GOOD,,
887,,25,,15,16,MALE,PRETTY HAPPY,,EXCELLENT,,
888,50,64,,16,16,FEMALE,PRETTY HAPPY,,EXCELLENT,,
889,30,36,,12,,MALE,NOT TOO HAPPY,,GOOD,,
890,,51,,15,16,MALE,PRETTY HAPPY,,EXCELLENT,,
891,70,33,,12,,MALE,PRETTY HAPPY,,,,
892,20,24,,12,8,MALE,PRETTY HAPPY,,GOOD,,
893,40,51,45,16,13,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
894,,50,,16,9,MALE,PRETTY HAPPY,,POOR,,
895,25,43,,17,14,FEMALE,PRETTY HAPPY,,EXCELLENT,,
896,36,38,,12,6,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
897,32,29,,13,13,MALE,VERY HAPPY,,,,
898,40,22,38,13,12,MALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
899,40,40,,12,12,MALE,VERY HAPPY,,,,
900,40,31,30,6,0,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
901,,,48,12,4,FEMALE,,PRETTY HAPPY,GOOD,,
902,48,29,,18,10,MALE,NOT TOO HAPPY,,GOOD,,
903,65,68,,20,16,FEMALE,PRETTY HAPPY,,EXCELLENT,,
904,40,,,20,20,FEMALE,PRETTY HAPPY,,GOOD,,
905,35,35,,15,13,MALE,PRETTY HAPPY,,EXCELLENT,,
906,,,,13,12,FEMALE,VERY HAPPY,,EXCELLENT,,
907,40,33,,12,12,MALE,PRETTY HAPPY,,EXCELLENT,,
908,,39,30,13,,MALE,PRETTY HAPPY,VERY HAPPY,,,
909,45,45,,12,10,MALE,PRETTY HAPPY,,EXCELLENT,,
910,,32,,12,14,MALE,NOT TOO HAPPY,,GOOD,,
911,,65,55,14,12,FEMALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
912,50,71,,14,4,MALE,PRETTY HAPPY,,GOOD,,
913,32,29,,12,12,FEMALE,VERY HAPPY,,GOOD,,
914,75,51,,20,20,MALE,PRETTY HAPPY,,FAIR,,
915,15,42,,12,9,FEMALE,PRETTY HAPPY,,FAIR,,
916,32,22,,12,14,MALE,PRETTY HAPPY,,,,
917,45,73,40,15,19,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
918,25,86,,20,20,MALE,VERY HAPPY,PRETTY HAPPY,EXCELLENT,,
919,50,59,40,18,16,MALE,VERY HAPPY,PRETTY HAPPY,GOOD,,
920,,61,60,18,12,FEMALE,PRETTY HAPPY,VERY HAPPY,EXCELLENT,,
921,40,86,40,20,18,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
922,60,75,30,20,20,MALE,PRETTY HAPPY,VERY HAPPY,EXCELLENT,,
923,40,64,40,18,8,FEMALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
924,40,34,40,14,12,MALE,VERY HAPPY,VERY HAPPY,,,
925,40,50,,16,12,MALE,PRETTY HAPPY,,EXCELLENT,,
926,75,42,,16,,FEMALE,PRETTY HAPPY,,FAIR,,
927,36,42,,12,,FEMALE,PRETTY HAPPY,,EXCELLENT,,
928,40,22,,11,,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
929,30,29,40,12,,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
930,35,38,,13,,FEMALE,NOT TOO HAPPY,,EXCELLENT,,
931,40,24,,12,,FEMALE,VERY HAPPY,,EXCELLENT,,
932,,32,,10,,FEMALE,NOT TOO HAPPY,,GOOD,,
933,40,51,,10,,FEMALE,PRETTY HAPPY,,GOOD,,
934,,47,40,8,3,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
935,12,28,,14,12,FEMALE,VERY HAPPY,,GOOD,,
936,40,47,,12,12,FEMALE,PRETTY HAPPY,,GOOD,,
937,49,64,35,18,10,MALE,PRETTY HAPPY,PRETTY HAPPY,,,
938,,51,,12,,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
939,65,29,,16,16,MALE,PRETTY HAPPY,,EXCELLENT,,
940,,,,14,13,MALE,VERY HAPPY,,GOOD,,
941,45,47,,12,12,MALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
942,60,54,40,16,,FEMALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
943,40,68,40,18,,MALE,PRETTY HAPPY,PRETTY HAPPY,FAIR,,
944,40,46,50,12,12,FEMALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
945,45,49,50,18,13,MALE,PRETTY HAPPY,VERY HAPPY,,,
946,40,66,,16,20,FEMALE,PRETTY HAPPY,,EXCELLENT,,
947,70,54,,16,15,MALE,PRETTY HAPPY,,EXCELLENT,,
948,40,60,40,15,10,MALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
949,45,30,,12,12,MALE,NOT TOO HAPPY,,GOOD,,
950,,59,,12,8,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
951,43,28,,17,12,FEMALE,PRETTY HAPPY,,GOOD,,
952,40,51,,12,,MALE,PRETTY HAPPY,VERY HAPPY,,,
953,,,,12,,MALE,PRETTY HAPPY,,GOOD,,
954,40,66,70,16,8,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
955,40,60,,16,13,MALE,PRETTY HAPPY,,GOOD,,
956,10,22,,13,,FEMALE,PRETTY HAPPY,PRETTY HAPPY,EXCELLENT,,
957,,31,,12,14,MALE,VERY HAPPY,,EXCELLENT,,
958,19,34,25,12,12,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
959,32,32,,12,6,MALE,PRETTY HAPPY,,FAIR,,
960,,,,4,,FEMALE,,,FAIR,,
961,60,27,20,12,8,MALE,PRETTY HAPPY,VERY HAPPY,,,
962,,40,,12,9,MALE,PRETTY HAPPY,,FAIR,,
963,20,27,,14,14,FEMALE,PRETTY HAPPY,,GOOD,,
964,,31,40,9,6,FEMALE,PRETTY HAPPY,PRETTY HAPPY,POOR,,
965,17,42,,20,18,FEMALE,PRETTY HAPPY,,POOR,,
966,,51,,14,12,MALE,PRETTY HAPPY,,EXCELLENT,,
967,40,57,45,19,16,FEMALE,PRETTY HAPPY,PRETTY HAPPY,EXCELLENT,,
968,,51,,12,,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
969,34,46,34,13,20,FEMALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
970,,57,40,16,16,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
971,20,30,60,16,12,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
972,,59,8,17,,FEMALE,VERY HAPPY,VERY HAPPY,,,
973,,39,,14,8,FEMALE,PRETTY HAPPY,,GOOD,,
974,,66,50,18,18,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
975,43,42,,16,12,MALE,PRETTY HAPPY,,GOOD,,
976,20,29,,14,16,FEMALE,NOT TOO HAPPY,,,,
977,55,32,,17,20,MALE,NOT TOO HAPPY,,EXCELLENT,,
978,45,47,,16,16,FEMALE,PRETTY HAPPY,,,,
979,32,28,,13,18,FEMALE,PRETTY HAPPY,,,,
980,,23,,16,16,FEMALE,PRETTY HAPPY,,GOOD,,
981,56,54,,12,16,MALE,PRETTY HAPPY,,GOOD,,
982,60,32,25,12,12,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
983,45,54,40,17,17,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
984,,41,60,16,12,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
985,36,61,40,16,16,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
986,25,36,45,17,20,FEMALE,PRETTY HAPPY,PRETTY HAPPY,EXCELLENT,,
987,40,45,,12,16,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
988,30,47,40,17,14,FEMALE,VERY HAPPY,PRETTY HAPPY,GOOD,,
989,,51,,12,8,MALE,VERY HAPPY,VERY HAPPY,,,
990,40,66,,16,12,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
991,,59,52,18,12,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
992,42,39,40,14,,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
993,16,31,24,12,12,FEMALE,PRETTY HAPPY,PRETTY HAPPY,EXCELLENT,,
994,58,31,,13,14,FEMALE,VERY HAPPY,,EXCELLENT,,
995,42,60,,14,14,MALE,PRETTY HAPPY,,,,
996,60,36,40,12,14,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
997,45,69,,16,12,FEMALE,VERY HAPPY,,GOOD,,
998,40,40,50,14,8,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
999,40,22,,9,,FEMALE,PRETTY HAPPY,,GOOD,,
1000,,51,,12,,FEMALE,NOT TOO HAPPY,,GOOD,,
1001,40,61,,16,12,FEMALE,NOT TOO HAPPY,,,,
1002,40,36,,16,20,MALE,NOT TOO HAPPY,,GOOD,,
1003,40,38,,15,10,FEMALE,VERY HAPPY,,EXCELLENT,,
1004,48,30,,12,12,MALE,PRETTY HAPPY,,,,
1005,32,28,,11,,MALE,PRETTY HAPPY,,GOOD,,
1006,44,45,30,13,16,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
1007,49,47,48,12,12,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
1008,40,33,20,13,12,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
1009,45,64,,17,16,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
1010,,24,60,13,,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
1011,,51,,16,8,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
1012,15,55,36,16,12,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
1013,45,48,48,12,12,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
1014,38,65,,20,,FEMALE,PRETTY HAPPY,,EXCELLENT,,
1015,,66,,15,,FEMALE,VERY HAPPY,,EXCELLENT,,
1016,,66,,13,12,FEMALE,VERY HAPPY,,,,
1017,54,36,,15,,MALE,PRETTY HAPPY,,GOOD,,
1018,,39,,6,,MALE,NOT TOO HAPPY,,FAIR,,
1019,,47,,8,,MALE,PRETTY HAPPY,,EXCELLENT,,
1020,,29,,12,,FEMALE,VERY HAPPY,,EXCELLENT,,
1021,,41,,12,,MALE,PRETTY HAPPY,PRETTY HAPPY,POOR,,
1022,,51,,9,,FEMALE,VERY HAPPY,,FAIR,,
1023,,47,,12,8,MALE,NOT TOO HAPPY,,FAIR,,
1024,32,43,,12,,FEMALE,PRETTY HAPPY,,EXCELLENT,,
1025,45,31,,14,,FEMALE,PRETTY HAPPY,,GOOD,,
1026,,48,,12,3,FEMALE,PRETTY HAPPY,,GOOD,,
1027,,24,,10,12,MALE,NOT TOO HAPPY,PRETTY HAPPY,FAIR,,
1028,18,24,40,12,,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
1029,77,53,40,16,13,MALE,PRETTY HAPPY,NOT TOO HAPPY,EXCELLENT,,
